FORMA|KEY|SIGL
ariverent|ariverent|g
en|en|g
grese|grese|g
à|à|g
##|##
un|un1|g
ille|ille|g
qui|qui|g
estoit|estoit2|g
à|à|g
##|##
celui|celui1|g
tenz|tenz|g
apellee|apellee|g
chitera|chitera|g
,|,|g
##|##
selonc|selonc|g
ce_qe|ce_qe|g
le|le2|g
scriture|scriture|g
nos|nos1|g
##|##
dit|dit4|g
,|,|g
qi|qi|g
estoit|estoit|g
de|de|g
##|##
la|la|g
seignorie|seignorie|g
menelax|menelax|g
.|.|g
li|li|g
##|##
tenz|tenz1|g
estoit|estoit1|g
adonc|adonc|g
moult|moult|g
cler|cler|g
##|##
et|et|g
serins|serins|g
.|.|g
à|à|g
cele|cele|g
##|##
isle|isle|g
estoit|estoit|g
un|un|g
tenple|tenple|g
moult|moult|g
##|##
riche|riche2|g
et|et|g
ansien|ansien|g
,|,|g
là_où|là_où|g
##|##
toute|toute|g
la|la|g
gent|gent|g
avoient|avoient|g
moult|moult|g
##|##
grant|grant4|g
devosion|devosion|g
,|,|g
si|si|g
i|i|g
##|##
venoient|venoient|g
les|les1|g
genz|genz|g
dou|dou|g
païs|païs|g
##|##
sacrefice|sacrefice|g
et|et|g
horison|horison|g
faire|faire|g
car|car|g
##|##
moult|moult|g
i|i|g
avoient|avoient|g
grant|grant4|g
devosion|devosion|g
##|##
;|;|g
si|si|g
i|i|g
ofroient|ofroient|g
de|de|g
riches|riches2|g
##|##
dons|dons|g
et|et|g
i|i|g
prenoient|prenoient|g
devin|devin|g
##|##
respons|respons|g
.|.|g
à|à|g
celui|celui1|g
tenz|tenz|g
##|##
qe|qe3|g
paris|paris1|g
i|i|g
ariva|ariva|g
,|,|g
##|##
i|i|g
fesoient|fesoient|g
les|les1|g
genz|genz|g
à|à|g
##|##
celui|celui1|g
temple|temple1|g
moult|moult|g
grant|grant4|g
feste|feste|g
##|##
,|,|g
car|car|g
il|il1|g
estoient|estoient2|g
tos|tos4|g
##|##
venus|venus1|g
à|à|g
grant|grant4|g
joie|joie|g
et|et|g
##|##
à|à|g
grant|grant1|g
desduit|desduit|g
,|,|g
car|car|g
##|##
lendemain|lendemain|g
devoient|devoient|g
celebrer|celebrer|g
cele|cele|g
grant|grant4|g
##|##
feste|feste|g
à|à|g
la|la|g
deesse|deesse|g
juno|juno|g
##|##
.|.|g
paris|paris1|g
,|,|g
puis_q’|puis_q’|g
il|il|g
##|##
fu|fu2|g
arivés|arivés2|g
,|,|g
il|il|g
descendi|descendi|g
##|##
de|de|g
nes|nes2|g
entre|entre|g
lui|lui|g
et|et|g
##|##
sa|sa|g
conpaignie|conpaignie|g
.|.|g
paris|paris1|g
estoit|estoit1|g
##|##
moult|moult|g
biau|biau|g
de|de|g
vis|vis|g
et|et|g
##|##
de|de|g
faisons|faisons|g
,|,|g
tel|tel1|g
estoit|estoit1|g
##|##
q’|q’1|g
il|il2|g
nen|nen|g
avoit|avoit1|g
au|au|g
##|##
monde|monde1|g
son|son|g
paroil|paroil|g
.|.|g
il|il|g
##|##
estoit|estoit2|g
adonc|adonc|g
moult|moult|g
gentement|gentement|g
adornés|adornés|g
##|##
de|de|g
moult|moult|g
riches|riches|g
vesteüres|vesteüres|g
;|;|g
ces|ces3|g
##|##
conpaignons|conpaignons|g
estoient|estoient3|g
adonques|adonques|g
ahornés|ahornés3|g
à|à|g
##|##
guise|guise|g
de|de|g
roiz|roiz|g
et|et|g
de|de|g
##|##
barons|barons3|g
.|.|g
quant|quant|g
paris|paris1|g
fu|fu2|g
##|##
au|au|g
tenple|tenple1|g
venus|venus|g
,|,|g
il|il|g
##|##
aparoillier|aparoillier1|g
un|un|g
moult|moult|g
riche|riche3|g
sacrefice|sacrefice|g
##|##
à|à|g
la|la|g
guise|guise|g
troiene|troiene|g
,|,|g
##|##
si|si|g
le|le4|g
sacrefia|sacrefia|g
à|à|g
la|la|g
##|##
guise|guise|g
de|de|g
troie|troie|g
à|à|g
la|la|g
##|##
deesse|deesse|g
diane|diane|g
,|,|g
moult|moult|g
con|con|g
##|##
grant|grant4|g
devosion|devosion|g
et|et|g
ho|ho|g
sinple|sinple|g
##|##
chiere|chiere|g
.|.|g
les|les1|g
genz|genz|g
dou|dou|g
##|##
païs|païs|g
qi|qi|g
virent|virent|g
paris|paris|g
et|et|g
##|##
sa|sa|g
conpaignie|conpaignie|g
ensi|ensi|g
ahornés|ahornés2|g
et|et|g
##|##
aparoillés|aparoillés1|g
,|,|g
les|les4|g
demanderent|demanderent|g
et|et|g
##|##
enqistrent|enqistrent|g
moult_de|moult_de|g
lor|lor1|g
estre|estre1|g
,|,|g
##|##
et|et|g
donc|donc1|g
il|il1|g
estoient|estoient1|g
et|et|g
##|##
qi|qi5|g
·l|·l|g
aloient|aloient|g
chersant|chersant|g
par|par|g
##|##
cele|cele|g
contree|contree|g
.|.|g
les|les|g
conpaignons|conpaignons|g
##|##
paris|paris|g
li|li4|g
respondirent|respondirent|g
à_poi_de|à_poi_de|g
paroules|paroules|g
##|##
que|que|g
lor|lor|g
sire|sire|g
avoit|avoit|g
non|non2|g
##|##
paris|paris|g
,|,|g
qi|qi|g
estoit|estoit1|g
fis|fis|g
##|##
au|au|g
roi|roi1|g
priant|priant1|g
de|de|g
troie|troie|g
##|##
;|;|g
si|si|g
lor|lor4|g
distrent|distrent|g
encore|encore|g
q’|q’1|g
##|##
il|il1|g
estoient|estoient2|g
en|en|g
cele|cele|g
contree|contree|g
##|##
venus|venus1|g
por|por|g
parler|parler|g
à|à|g
castor|castor1|g
##|##
et|et|g
apollus|apollus1|g
por_ce_qe|por_ce_qe|g
jadis|jadis|g
furent|furent|g
##|##
en|en|g
la|la|g
contree|contree|g
de|de|g
troie|troie|g
##|##
ho|ho|g
les|les|g
gresois|gresois1|g
quant|quant|g
troie|troie|g
##|##
fu|fu1|g
esilliee|esilliee|g
et|et|g
le|le|g
païs|païs1|g
##|##
;|;|g
si|si|g
enmenerent|enmenerent|g
adonc|adonc|g
les|les|g
gresois|gresois2|g
##|##
une|une|g
suor|suor|g
priant|priant1|g
qi|qi|g
estoit|estoit1|g
##|##
ante|ante|g
cestui|cestui1|g
,|,|g
la_qel|la_qel|g
talemon|talemon|g
##|##
tient|tient|g
en|en|g
songnantaje|songnantaje|g
,|,|g
laquel|laquel|g
##|##
cestui|cestui|g
vient|vient|g
lor|lor4|g
demander|demander|g
q’|q’1|g
##|##
il|il|g
la|la1|g
li|li2|g
facent|facent|g
rendre|rendre|g
##|##
.|.|g
"|"||g
et|et|g
c’|c’|g
il|il1|g
##|##
le|le6|g
font|font|g
,|,|g
de_part_diex|de_part_diex|g
soit|soit|g
##|##
,|,|g
nos|nos|g
en|en|g
seroumes|seroumes1|g
aleigre|aleigre2|g
##|##
et|et|g
la|la1|g
enmeneromes|enmeneromes|g
.|.|g
et|et|g
##|##
c’|c’|g
il|il1|g
ne|ne|g
le|le6|g
voudront|voudront|g
##|##
fere|fere|g
,|,|g
je|je|g
vos|vos|g
di|di|g
##|##
qe|qe3|g
encore|encore|g
en|en|g
sordra|sordra|g
grant|grant|g
##|##
males|males|g
et|et|g
grant|grant|g
engonbrier|engonbrier1|g
"|"||g
##|##
.|.|g
coment|coment|g
paris|paris1|g
consoilla|consoilla|g
à|à|g
##|##
ses|ses1|g
conpaignons|conpaignons1|g
d’|d’|g
asailli|asailli|g
le|le|g
##|##
temple|temple1|g
et|et|g
d’|d’|g
olcir|olcir|g
la|la|g
##|##
novelle|novelle|g
est|est3|g
tost|tost|g
corue|corue|g
coment|coment|g
##|##
paris|paris1|g
li|li|g
biaus|biaus|g
,|,|g
le|le|g
##|##
fils|fils|g
au|au|g
roi|roi1|g
priant|priant1|g
,|,|g
##|##
estoit|estoit3|g
à|à|g
l’|l’1|g
isle|isle|g
arivés|arivés2|g
##|##
ho|ho|g
sa|sa|g
navie|navie|g
.|.|g
et|et|g
##|##
quant|quant|g
dame|dame|g
heleine|heleine|g
le|le6|g
sot|sot|g
##|##
,|,|g
elle|elle|g
fu|fu|g
moult|moult|g
aleigre|aleigre4|g
##|##
et|et|g
joieuse|joieuse|g
,|,|g
si|si|g
dist|dist|g
##|##
à|à|g
soi|soi|g
meïsmes|meïsmes4|g
q’|q’1|g
elle|elle|g
##|##
ne|ne|g
laseroit|laseroit|g
en|en|g
nulle|nulle|g
mainiere|mainiere|g
##|##
q’|q’1|g
elle|elle|g
ne|ne|g
là|là|g
alast|alast|g
##|##
au|au|g
tenple|tenple1|g
la|la|g
feste|feste|g
sacrefier|sacrefier|g
##|##
por|por|g
paris|paris|g
veoir|veoir|g
.|.|g
si|si|g
##|##
dist|dist|g
à|à|g
cels|cels1|g
en|en|g
cui|cui|g
##|##
elle|elle|g
plus|plus|g
fesioit|fesioit|g
q’|q’1|g
il|il1|g
##|##
li|li3|g
aparoillasent|aparoillasent|g
hoire|hoire|g
por_ce_q’|por_ce_q’|g
elle|elle|g
##|##
voloit|voloit1|g
aler|aler|g
au|au|g
tenple|tenple1|g
por|por|g
##|##
un|un|g
vo|vo1|g
q’|q’|g
elle|elle|g
avoit|avoit2|g
##|##
fet|fet2|g
apollo|apollo|g
son|son1|g
diex|diex3|g
,|,|g
##|##
por_ce_q’|por_ce_q’|g
elle|elle|g
voloit|voloit1|g
hoïr|hoïr|g
le|le|g
##|##
devin|devin|g
respons|respons|g
.|.|g
tot_ensi_com|tot_ensi_com|g
elle|elle|g
##|##
le|le6|g
conmanda|conmanda|g
fu|fu1|g
tot_maintenan|tot_maintenan|g
fait|fait2|g
##|##
,|,|g
puis|puis|g
se|se|g
mist|mist|g
à|à|g
##|##
la|la|g
voie|voie|g
entre|entre|g
li|li3|g
et|et|g
##|##
sa|sa|g
maisnié|maisnié|g
.|.|g
et|et|g
tant|tant|g
##|##
chevaucherent|chevaucherent|g
q’|q’1|g
elle|elle|g
vint|vint|g
au|au|g
##|##
tenple|tenple1|g
,|,|g
moult|moult|g
lié|lié1|g
et|et|g
##|##
moult|moult|g
joieuse|joieuse|g
.|.|g
paris|paris1|g
,|,|g
##|##
qi|qi|g
au|au|g
tenple|tenple1|g
estoit|estoit|g
,|,|g
##|##
adonc|adonc|g
nen|nen|g
avoit|avoit2|g
jamés|jamés|g
helene|helene|g
##|##
veüe|veüe|g
;|;|g
tot_maintenant_q’|tot_maintenant_q’|g
il|il|g
la|la1|g
vit|vit|g
##|##
,|,|g
la|la1|g
conjota|conjota|g
avoir|avoir|g
car|car|g
##|##
il|il|g
avoit|avoit2|g
hoï|hoï1|g
dir|dir|g
et|et|g
##|##
le|le6|g
veoit|veoit|g
moult|moult|g
bien|bien4|g
q’|q’|g
##|##
elle|elle|g
estoit|estoit1|g
la|la|g
plus|plus|g
belle|belle|g
##|##
dame|dame|g
qi|qi|g
fust|fust5|g
en|en|g
vie|vie|g
##|##
.|.|g
si|si|g
ala|ala|g
tant|tant|g
sa|sa2|g
##|##
et|et|g
là|là|g
q’|q’1|g
elle|elle|g
s’|s’|g
##|##
acousta|acousta|g
de|de|g
lui|lui|g
.|.|g
si|si|g
##|##
vos|vos|g
di|di|g
qe|qe3|g
,|,|g
quant|quant|g
##|##
il|il1|g
furent|furent1|g
ensi|ensi|g
acoustés|acoustés|g
,|,|g
##|##
qe|qe3|g
moult|moult|g
se|se1|g
regarderent|regarderent1|g
ensenble|ensenble|g
##|##
.|.|g
heleine|heleine|g
avoit|avoit2|g
enqis|enqis|g
et|et|g
##|##
demandé|demandé1|g
qi|qi4|g
paris|paris1|g
estoit|estoit|g
,|,|g
##|##
qi|qi4|g
estoit|estoit|g
son|son|g
pere|pere|g
et|et|g
##|##
de|de|g
qel|qel|g
terre|terre|g
il|il|g
estoit|estoit|g
##|##
et|et|g
qe|qe4|g
aloit|aloit|g
chersant|chersant|g
por|por|g
##|##
cele|cele|g
contree|contree|g
;|;|g
si|si|g
li|li3|g
fu|fu1|g
##|##
conté|conté1|g
ensi_com|ensi_com|g
l’|l’|g
afer|afer|g
estoit|estoit|g
##|##
.|.|g
helene|helene|g
regarda|regarda|g
moult|moult|g
paris|paris|g
##|##
et|et|g
sa|sa|g
biauté|biauté|g
,|,|g
si|si|g
##|##
vos|vos|g
di|di|g
qe|qe3|g
mervoilleusement|mervoilleusement|g
s’|s’|g
##|##
enamora|enamora|g
de|de|g
lui|lui|g
avant_q’|avant_q’|g
elle|elle|g
##|##
se|se|g
partist|partist|g
de|de|g
la|la|g
place|place|g
##|##
,|,|g
là_où|là_où|g
elle|elle|g
l’|l’5|g
avoit|avoit2|g
##|##
veü|veü|g
;|;|g
por|por|g
sa|sa|g
biauté|biauté|g
moult|moult|g
##|##
li|li3|g
plot|plot|g
et|et|g
atalenta|atalenta|g
.|.|g
##|##
tout_ausi|tout_ausi|g
s’|s’|g
enamora|enamora|g
paris|paris1|g
de|de|g
##|##
heleine|heleine|g
.|.|g
paris|paris1|g
estoit|estoit1|g
moult|moult|g
##|##
saje|saje|g
,|,|g
si|si|g
connut|connut|g
moult|moult|g
##|##
bien|bien4|g
heleine|heleine|g
au|au|g
senblant|senblant|g
et|et|g
##|##
sot|sot1|g
q’|q’1|g
elle|elle|g
l’|l’5|g
amoit|amoit|g
##|##
et|et|g
q’|q’1|g
elle|elle|g
avoit|avoit|g
talent|talent|g
##|##
de|de|g
faire|faire|g
tot_ce_qe|tot_ce_qe|g
à|à|g
lui|lui|g
##|##
plesoit|plesoit|g
.|.|g
si|si|g
fist|fist|g
tant|tant|g
##|##
paris|paris1|g
et|et|g
tant|tant|g
enarta|enarta|g
q’|q’1|g
##|##
il|il|g
li|li3|g
dist|dist|g
celeement|celeement|g
partie|partie|g
##|##
de|de|g
son|son1|g
coraje|coraje|g
,|,|g
si|si|g
##|##
fist|fist|g
heleine|heleine|g
à|à|g
lui|lui|g
.|.|g
##|##
si|si|g
vos|vos|g
di|di|g
qe|qe3|g
ensi|ensi|g
##|##
parlant|parlant|g
et|et|g
ensi|ensi|g
regardant|regardant|g
li|li|g
##|##
un|un2|g
l’|l’|g
autre|autre7|g
ardoient|ardoient|g
et|et|g
##|##
esprenoient|esprenoient|g
plus_et_plus|plus_et_plus|g
.|.|g
si|si|g
muoient|muoient|g
##|##
et|et|g
changioient|changioient|g
sovent|sovent|g
lor|lor2|g
coulor|coulor|g
##|##
car|car|g
une_fois|une_fois|g
devenoient|devenoient|g
plus|plus|g
vermoils|vermoils|g
##|##
qe|qe3|g
graine|graine|g
,|,|g
autre_fois|autre_fois|g
tornoient|tornoient|g
##|##
plus|plus|g
blanc|blanc2|g
que|que|g
noif|noif|g
,|,|g
##|##
autre_fois|autre_fois|g
esprenoient|esprenoient|g
et|et|g
alumoient|alumoient|g
et|et|g
##|##
trenbloient|trenbloient|g
come|come|g
la|la|g
fueille|fueille|g
au|au|g
##|##
vent|vent|g
.|.|g
amors|amors|g
les|les4|g
a|a2|g
##|##
ensi|ensi|g
atornés|atornés2|g
com|com|g
je|je|g
vos|vos|g
##|##
ai|ai1|g
dit|dit4|g
,|,|g
car|car|g
il|il1|g
##|##
desirent|desirent|g
moult|moult|g
estre|estre3|g
paroil|paroil1|g
de|de|g
##|##
conpaignie|conpaignie|g
.|.|g
qant|qant|g
il|il1|g
orent|orent1|g
##|##
esté|esté7|g
ensi|ensi|g
grant|grant4|g
pieces|pieces|g
,|,|g
##|##
paris|paris1|g
ho|ho|g
tot|tot1|g
le|le1|g
siens|siens1|g
##|##
print|print|g
conjé|conjé|g
de|de|g
dame|dame|g
heleine|heleine|g
##|##
et|et|g
s’|s’1|g
en|en|g
retornerent|retornerent1|g
à|à|g
##|##
lor|lor5|g
nes|nes1|g
.|.|g
et|et|g
quant|quant|g
##|##
il|il1|g
furent|furent1|g
as|as|g
nes|nes1|g
venus|venus1|g
##|##
,|,|g
le|le|g
soleil|soleil1|g
estoit|estoit1|g
ja|ja|g
##|##
au|au|g
declin|declin|g
.|.|g
paris|paris1|g
fist|fist1|g
##|##
son|son1|g
consoil|consoil1|g
venir|venir|g
devant|devant1|g
li|li2|g
##|##
:|:|g
ce|ce|g
fu|fu3|g
deifebus|deifebus|g
et|et|g
heneas|heneas|g
##|##
et|et|g
polidamas|polidamas|g
et|et|g
des|des|g
autres|autres4|g
##|##
asés|asés|g
.|.|g
si|si|g
lor|lor4|g
dist|dist|g
##|##
en_tel_mainiere|en_tel_mainiere|g
.|.|g
coment|coment|g
paris|paris1|g
parla|parla|g
##|##
et|et|g
coment|coment|g
ses|ses|g
conpaignons|conpaignons|g
le|le4|g
##|##
loërent|loërent|g
asaillir|asaillir|g
la|la4|g
temple|temple1|g
"|"||g
##|##
biaux|biaux4|g
seignors|seignors|g
,|,|g
li|li|g
roi|roi|g
##|##
priant|priant|g
m’|m’|g
a|a2|g
envoiés|envoiés|g
en|en|g
##|##
cestui|cestui3|g
païs|païs|g
por|por|g
nos|nos4|g
henemis|henemis|g
##|##
damajer|damajer|g
et|et|g
nuire|nuire|g
,|,|g
por|por|g
##|##
la|la|g
grant|grant4|g
honte|honte|g
qe|qe1|g
jadis|jadis|g
##|##
firent|firent|g
à|à|g
nostre|nostre1|g
lignajes|lignajes|g
,|,|g
##|##
et|et|g
por|por|g
avoir|avoir|g
ma|ma|g
ante|ante|g
##|##
et|et|g
esionan|esionan|g
,|,|g
se|se2|g
nos|nos|g
##|##
peüson|peüson|g
.|.|g
me|me2|g
je|je|g
vos|vos|g
##|##
di|di|g
que|que|g
de|de|g
li|li3|g
avoir|avoir|g
##|##
est|est|g
il|il2|g
noiant|noiant1|g
,|,|g
ensi_com|ensi_com|g
##|##
je|je|g
croi|croi|g
,|,|g
car|car|g
elle|elle|g
##|##
est|est|g
en|en|g
teu|teu1|g
leu|leu|g
qe|qe3|g
##|##
avoir|avoir|g
ne|ne|g
la|la1|g
porions|porions|g
.|.|g
##|##
nos|nos|g
soumes|soumes1|g
ensi|ensi|g
arivés|arivés3|g
et|et|g
##|##
soumes|soumes|g
entre|entre|g
nos|nos4|g
henemis|henemis|g
:|:|g
si|si|g
##|##
vos|vos|g
di|di|g
qe|qe3|g
,|,|g
c’|c’|g
##|##
il|il1|g
seüssent|seüssent|g
de|de|g
nostre|nostre|g
volonté|volonté|g
##|##
et|et|g
porquoi|porquoi|g
nos|nos|g
i|i|g
soumes|soumes1|g
##|##
venus|venus1|g
,|,|g
à|à|g
damaje|damaje1|g
nos|nos1|g
##|##
porroit|porroit|g
torner|torner|g
.|.|g
et|et|g
por_ce|por_ce|g
##|##
de|de|g
demorer|demorer|g
ensi|ensi|g
longuement|longuement|g
ne|ne|g
##|##
seroit|seroit1|g
pas|pas|g
sens|sens1|g
,|,|g
je|je|g
##|##
ai|ai1|g
pensee|pensee1|g
une|une|g
chouse|chouse|g
qe|qe1|g
##|##
je|je|g
vos|vos|g
