FORMA|KEY|SIGL
.|.|p
paris|paris1|p
estoit|estoit1|p
##|##
moult|moult|p
biau|biau|p
de|de|p
vis|vis|p
et|et|p
##|##
de|de|p
faisons|faisons|p
,|,|p
tel|tel1|p
estoit|estoit1|p
##|##
q’|q’1|p
il|il2|p
nen|nen|p
avoit|avoit1|p
au|au|p
##|##
monde|monde1|p
son|son|p
paroil|paroil|p
.|.|p
il|il|p
##|##
estoit|estoit2|p
adonc|adonc|p
moult|moult|p
gentement|gentement|p
adornés|adornés|p
##|##
de|de|p
moult|moult|p
riches|riches|p
vesteüres|vesteüres|p
;|;|p
ces|ces3|p
##|##
conpaignons|conpaignons|p
estoient|estoient3|p
adonques|adonques|p
ahornés|ahornés3|p
à|à|p
##|##
guise|guise|p
de|de|p
roiz|roiz|p
et|et|p
de|de|p
##|##
barons|barons3|p
.|.|p
quant|quant|p
paris|paris1|p
fu|fu2|p
##|##
au|au|p
tenple|tenple1|p
venus|venus|p
,|,|p
il|il|p
##|##
aparoillier|aparoillier1|p
un|un|p
moult|moult|p
riche|riche3|p
sacrefice|sacrefice|p
##|##
à|à|p
la|la|p
guise|guise|p
troiene|troiene|p
,|,|p
##|##
si|si|p
le|le4|p
sacrefia|sacrefia|p
à|à|p
la|la|p
##|##
guise|guise|p
de|de|p
troie|troie|p
à|à|p
la|la|p
##|##
deesse|deesse|p
diane|diane|p
,|,|p
moult|moult|p
con|con|p
##|##
grant|grant4|p
devosion|devosion|p
et|et|p
ho|ho|p
sinple|sinple|p
##|##
chiere|chiere|p
.|.|p
les|les1|p
genz|genz|p
dou|dou|p
##|##
païs|païs|p
qi|qi|p
virent|virent|p
paris|paris|p
et|et|p
##|##
sa|sa|p
conpaignie|conpaignie|p
ensi|ensi|p
ahornés|ahornés2|p
et|et|p
##|##
aparoillés|aparoillés1|p
,|,|p
les|les4|p
demanderent|demanderent|p
et|et|p
##|##
enqistrent|enqistrent|p
moult_de|moult_de|p
lor|lor1|p
estre|estre1|p
,|,|p
##|##
et|et|p
donc|donc1|p
il|il1|p
estoient|estoient1|p
et|et|p
##|##
qi|qi5|p
·l|·l|p
aloient|aloient|p
chersant|chersant|p
par|par|p
##|##
cele|cele|p
contree|contree|p
.|.|p
les|les|p
conpaignons|conpaignons|p
##|##
paris|paris|p
li|li4|p
respondirent|respondirent|p
à_poi_de|à_poi_de|p
paroules|paroules|p
##|##
que|que|p
lor|lor|p
sire|sire|p
avoit|avoit|p
non|non2|p
##|##
paris|paris|p
,|,|p
qi|qi|p
estoit|estoit1|p
fis|fis|p
##|##
au|au|p
roi|roi1|p
priant|priant1|p
de|de|p
troie|troie|p
##|##
;|;|p
si|si|p
lor|lor4|p
distrent|distrent|p
encore|encore|p
q’|q’1|p
##|##
il|il1|p
estoient|estoient2|p
en|en|p
cele|cele|p
contree|contree|p
##|##
venus|venus1|p
por|por|p
parler|parler|p
à|à|p
castor|castor1|p
##|##
et|et|p
apollus|apollus1|p
por_ce_qe|por_ce_qe|p
jadis|jadis|p
furent|furent|p
##|##
en|en|p
la|la|p
contree|contree|p
de|de|p
troie|troie|p
##|##
ho|ho|p
les|les|p
gresois|gresois1|p
quant|quant|p
troie|troie|p
##|##
fu|fu1|p
esilliee|esilliee|p
et|et|p
le|le|p
païs|païs1|p
##|##
;|;|p
si|si|p
enmenerent|enmenerent|p
adonc|adonc|p
les|les|p
gresois|gresois2|p
##|##
une|une|p
suor|suor|p
priant|priant1|p
qi|qi|p
estoit|estoit1|p
##|##
ante|ante|p
cestui|cestui1|p
,|,|p
la_qel|la_qel|p
talemon|talemon|p
##|##
tient|tient|p
en|en|p
songnantaje|songnantaje|p
,|,|p
laquel|laquel|p
##|##
cestui|cestui|p
vient|vient|p
lor|lor4|p
demander|demander|p
q’|q’1|p
##|##
il|il|p
la|la1|p
li|li2|p
facent|facent|p
rendre|rendre|p
##|##
.|.|p
"|"||p
et|et|p
c’|c’|p
il|il1|p
##|##
le|le6|p
font|font|p
,|,|p
de_part_diex|de_part_diex|p
soit|soit|p
##|##
,|,|p
nos|nos|p
en|en|p
seroumes|seroumes1|p
aleigre|aleigre2|p
##|##
et|et|p
la|la1|p
enmeneromes|enmeneromes|p
.|.|p
et|et|p
##|##
c’|c’|p
il|il1|p
ne|ne|p
le|le6|p
voudront|voudront|p
##|##
fere|fere|p
,|,|p
je|je|p
vos|vos|p
di|di|p
##|##
qe|qe3|p
encore|encore|p
en|en|p
sordra|sordra|p
grant|grant|p
##|##
males|males|p
et|et|p
grant|grant|p
engonbrier|engonbrier1|p
"|"||p
##|##
.|.|p
coment|coment|p
paris|paris1|p
consoilla|consoilla|p
à|à|p
##|##
ses|ses1|p
conpaignons|conpaignons1|p
d’|d’|p
asailli|asailli|p
le|le|p
##|##
temple|temple1|p
et|et|p
d’|d’|p
olcir|olcir|p
la|la|p
##|##
novelle|novelle|p
est|est3|p
tost|tost|p
corue|corue|p
coment|coment|p
##|##
paris|paris1|p
li|li|p
biaus|biaus|p
,|,|p
le|le|p
##|##
fils|fils|p
au|au|p
roi|roi1|p
priant|priant1|p
,|,|p
##|##
estoit|estoit3|p
à|à|p
l’|l’1|p
isle|isle|p
arivés|arivés2|p
##|##
ho|ho|p
sa|sa|p
navie|navie|p
.|.|p
et|et|p
##|##
quant|quant|p
dame|dame|p
heleine|heleine|p
le|le6|p
sot|sot|p
##|##
,|,|p
elle|elle|p
fu|fu|p
moult|moult|p
aleigre|aleigre4|p
##|##
et|et|p
joieuse|joieuse|p
,|,|p
si|si|p
dist|dist|p
##|##
à|à|p
soi|soi|p
meïsmes|meïsmes4|p
q’|q’1|p
elle|elle|p
##|##
ne|ne|p
laseroit|laseroit|p
en|en|p
nulle|nulle|p
mainiere|mainiere|p
##|##
q’|q’1|p
elle|elle|p
ne|ne|p
là|là|p
alast|alast|p
##|##
au|au|p
tenple|tenple1|p
la|la|p
feste|feste|p
sacrefier|sacrefier|p
##|##
por|por|p
paris|paris|p
veoir|veoir|p
.|.|p
si|si|p
##|##
dist|dist|p
à|à|p
cels|cels1|p
en|en|p
cui|cui|p
##|##
elle|elle|p
plus|plus|p
fesioit|fesioit|p
q’|q’1|p
il|il1|p
##|##
li|li3|p
aparoillasent|aparoillasent|p
hoire|hoire|p
por_ce_q’|por_ce_q’|p
elle|elle|p
##|##
voloit|voloit1|p
aler|aler|p
au|au|p
tenple|tenple1|p
por|por|p
##|##
un|un|p
vo|vo1|p
q’|q’|p
elle|elle|p
avoit|avoit2|p
##|##
fet|fet2|p
apollo|apollo|p
son|son1|p
diex|diex3|p
,|,|p
##|##
por_ce_q’|por_ce_q’|p
elle|elle|p
voloit|voloit1|p
hoïr|hoïr|p
le|le|p
##|##
devin|devin|p
respons|respons|p
.|.|p
tot_ensi_com|tot_ensi_com|p
elle|elle|p
##|##
le|le6|p
conmanda|conmanda|p
fu|fu1|p
tot_maintenan|tot_maintenan|p
fait|fait2|p
##|##
,|,|p
puis|puis|p
se|se|p
mist|mist|p
à|à|p
##|##
la|la|p
voie|voie|p
entre|entre|p
li|li3|p
et|et|p
##|##
sa|sa|p
maisnié|maisnié|p
.|.|p
et|et|p
tant|tant|p
##|##
chevaucherent|chevaucherent|p
q’|q’1|p
elle|elle|p
vint|vint|p
au|au|p
##|##
tenple|tenple1|p
,|,|p
moult|moult|p
lié|lié1|p
et|et|p
##|##
moult|moult|p
joieuse|joieuse|p
.|.|p
paris|paris1|p
,|,|p
##|##
qi|qi|p
au|au|p
tenple|tenple1|p
estoit|estoit|p
,|,|p
##|##
adonc|adonc|p
nen|nen|p
avoit|avoit2|p
jamés|jamés|p
helene|helene|p
##|##
veüe|veüe|p
;|;|p
tot_maintenant_q’|tot_maintenant_q’|p
il|il|p
la|la1|p
vit|vit|p
##|##
,|,|p
la|la1|p
conjota|conjota|p
avoir|avoir|p
car|car|p
##|##
il|il|p
avoit|avoit2|p
hoï|hoï1|p
dir|dir|p
et|et|p
##|##
le|le6|p
veoit|veoit|p
moult|moult|p
bien|bien4|p
q’|q’|p
##|##
elle|elle|p
estoit|estoit1|p
la|la|p
plus|plus|p
belle|belle|p
##|##
dame|dame|p
qi|qi|p
fust|fust5|p
en|en|p
vie|vie|p
##|##
.|.|p
si|si|p
ala|ala|p
tant|tant|p
sa|sa2|p
##|##
et|et|p
là|là|p
q’|q’1|p
elle|elle|p
s’|s’|p
##|##
acousta|acousta|p
de|de|p
lui|lui|p
.|.|p
si|si|p
##|##
vos|vos|p
di|di|p
qe|qe3|p
,|,|p
quant|quant|p
##|##
il|il1|p
furent|furent1|p
ensi|ensi|p
acoustés|acoustés|p
,|,|p
##|##
qe|qe3|p
moult|moult|p
se|se1|p
regarderent|regarderent1|p
ensenble|ensenble|p
##|##
.|.|p
heleine|heleine|p
avoit|avoit2|p
enqis|enqis|p
et|et|p
##|##
demandé|demandé1|p
qi|qi4|p
paris|paris1|p
estoit|estoit|p
,|,|p
##|##
qi|qi4|p
estoit|estoit|p
son|son|p
pere|pere|p
et|et|p
##|##
de|de|p
qel|qel|p
terre|terre|p
il|il|p
estoit|estoit|p
##|##
et|et|p
qe|qe4|p
aloit|aloit|p
chersant|chersant|p
por|por|p
##|##
cele|cele|p
contree|contree|p
;|;|p
si|si|p
li|li3|p
fu|fu1|p
##|##
conté|conté1|p
ensi_com|ensi_com|p
l’|l’|p
afer|afer|p
estoit|estoit|p
##|##
.|.|p
helene|helene|p
regarda|regarda|p
moult|moult|p
paris|paris|p
##|##
et|et|p
sa|sa|p
biauté|biauté|p
,|,|p
si|si|p
##|##
vos|vos|p
di|di|p
qe|qe3|p
mervoilleusement|mervoilleusement|p
s’|s’|p
##|##
enamora|enamora|p
de|de|p
lui|lui|p
avant_q’|avant_q’|p
elle|elle|p
##|##
se|se|p
partist|partist|p
de|de|p
la|la|p
place|place|p
##|##
,|,|p
là_où|là_où|p
elle|elle|p
l’|l’5|p
avoit|avoit2|p
##|##
veü|veü|p
;|;|p
por|por|p
sa|sa|p
biauté|biauté|p
moult|moult|p
##|##
li|li3|p
plot|plot|p
et|et|p
atalenta|atalenta|p
.|.|p
##|##
tout_ausi|tout_ausi|p
s’|s’|p
enamora|enamora|p
paris|paris1|p
de|de|p
##|##
heleine|heleine|p
.|.|p
paris|paris1|p
estoit|estoit1|p
moult|moult|p
##|##
saje|saje|p
,|,|p
si|si|p
connut|connut|p
moult|moult|p
##|##
bien|bien4|p
heleine|heleine|p
au|au|p
senblant|senblant|p
et|et|p
##|##
sot|sot1|p
q’|q’1|p
elle|elle|p
l’|l’5|p
amoit|amoit|p
##|##
et|et|p
q’|q’1|p
elle|elle|p
avoit|avoit|p
talent|talent|p
##|##
de|de|p
faire|faire|p
tot_ce_qe|tot_ce_qe|p
à|à|p
lui|lui|p
##|##
plesoit|plesoit|p
.|.|p
si|si|p
fist|fist|p
tant|tant|p
##|##
paris|paris1|p
et|et|p
tant|tant|p
enarta|enarta|p
q’|q’1|p
##|##
il|il|p
li|li3|p
dist|dist|p
celeement|celeement|p
partie|partie|p
##|##
de|de|p
son|son1|p
coraje|coraje|p
,|,|p
si|si|p
##|##
fist|fist|p
heleine|heleine|p
à|à|p
lui|lui|p
.|.|p
##|##
si|si|p
vos|vos|p
di|di|p
qe|qe3|p
ensi|ensi|p
##|##
parlant|parlant|p
et|et|p
ensi|ensi|p
regardant|regardant|p
li|li|p
##|##
un|un2|p
l’|l’|p
autre|autre7|p
ardoient|ardoient|p
et|et|p
##|##
esprenoient|esprenoient|p
plus_et_plus|plus_et_plus|p
.|.|p
si|si|p
muoient|muoient|p
##|##
et|et|p
changioient|changioient|p
sovent|sovent|p
lor|lor2|p
coulor|coulor|p
##|##
car|car|p
une_fois|une_fois|p
devenoient|devenoient|p
plus|plus|p
vermoils|vermoils|p
##|##
qe|qe3|p
graine|graine|p
,|,|p
autre_fois|autre_fois|p
tornoient|tornoient|p
##|##
plus|plus|p
blanc|blanc2|p
que|que|p
noif|noif|p
,|,|p
##|##
autre_fois|autre_fois|p
esprenoient|esprenoient|p
et|et|p
alumoient|alumoient|p
et|et|p
##|##
trenbloient|trenbloient|p
come|come|p
la|la|p
fueille|fueille|p
au|au|p
##|##
vent|vent|p
.|.|p
amors|amors|p
les|les4|p
a|a2|p
##|##
ensi|ensi|p
atornés|atornés2|p
com|com|p
je|je|p
vos|vos|p
##|##
ai|ai1|p
dit|dit4|p
,|,|p
car|car|p
il|il1|p
##|##
desirent|desirent|p
moult|moult|p
estre|estre3|p
paroil|paroil1|p
de|de|p
##|##
conpaignie|conpaignie|p
.|.|p
qant|qant|p
il|il1|p
orent|orent1|p
##|##
esté|esté7|p
ensi|ensi|p
grant|grant4|p
pieces|pieces|p
,|,|p
##|##
paris|paris1|p
ho|ho|p
tot|tot1|p
le|le1|p
siens|siens1|p
##|##
print|print|p
conjé|conjé|p
de|de|p
dame|dame|p
heleine|heleine|p
##|##
et|et|p
s’|s’1|p
en|en|p
retornerent|retornerent1|p
à|à|p
##|##
lor|lor5|p
nes|nes1|p
.|.|p
et|et|p
quant|quant|p
##|##
il|il1|p
furent|furent1|p
as|as|p
nes|nes1|p
venus|venus1|p
##|##
,|,|p
le|le|p
soleil|soleil1|p
estoit|estoit1|p
ja|ja|p
##|##
au|au|p
declin|declin|p
.|.|p
paris|paris1|p
fist|fist1|p
##|##
son|son1|p
consoil|consoil1|p
venir|venir|p
devant|devant1|p
li|li2|p
##|##
:|:|p
ce|ce|p
fu|fu3|p
deifebus|deifebus|p
et|et|p
heneas|heneas|p
##|##
et|et|p
polidamas|polidamas|p
et|et|p
des|des|p
autres|autres4|p
##|##
asés|asés|p
.|.|p
si|si|p
lor|lor4|p
dist|dist|p
##|##
en_tel_mainiere|en_tel_mainiere|p
.|.|p
coment|coment|p
paris|paris1|p
parla|parla|p
##|##
et|et|p
coment|coment|p
ses|ses|p
conpaignons|conpaignons|p
le|le4|p
##|##
loërent|loërent|p
asaillir|asaillir|p
la|la4|p
temple|temple1|p
"|"||p
##|##
biaux|biaux4|p
seignors|seignors|p
,|,|p
li|li|p
roi|roi|p
##|##
priant|priant|p
m’|m’|p
a|a2|p
envoiés|envoiés|p
en|en|p
##|##
cestui|cestui3|p
païs|païs|p
por|por|p
nos|nos4|p
henemis|henemis|p
##|##
damajer|damajer|p
et|et|p
nuire|nuire|p
,|,|p
por|por|p
##|##
la|la|p
grant|grant4|p
honte|honte|p
qe|qe1|p
jadis|jadis|p
##|##
firent|firent|p
à|à|p
nostre|nostre1|p
lignajes|lignajes|p
,|,|p
##|##
et|et|p
por|por|p
avoir|avoir|p
ma|ma|p
ante|ante|p
##|##
et|et|p
esionan|esionan|p
,|,|p
se|se2|p
nos|nos|p
##|##
peüson|peüson|p
.|.|p
me|me2|p
je|je|p
vos|vos|p
##|##
di|di|p
que|que|p
de|de|p
li|li3|p
avoir|avoir|p
##|##
est|est|p
il|il2|p
noiant|noiant1|p
,|,|p
ensi_com|ensi_com|p
##|##
je|je|p
croi|croi|p
,|,|p
car|car|p
elle|elle|p
##|##
est|est|p
en|en|p
teu|teu1|p
leu|leu|p
qe|qe3|p
##|##
avoir|avoir|p
ne|ne|p
la|la1|p
porions|porions|p
.|.|p
##|##
nos|nos|p
soumes|soumes1|p
ensi|ensi|p
arivés|arivés3|p
et|et|p
##|##
soumes|soumes|p
entre|entre|p
nos|nos4|p
henemis|henemis|p
:|:|p
si|si|p
##|##
vos|vos|p
di|di|p
qe|qe3|p
,|,|p
c’|c’|p
##|##
il|il1|p
seüssent|seüssent|p
de|de|p
nostre|nostre|p
volonté|volonté|p
##|##
et|et|p
porquoi|porquoi|p
nos|nos|p
i|i|p
soumes|soumes1|p
##|##
venus|venus1|p
,|,|p
à|à|p
damaje|damaje1|p
nos|nos1|p
##|##
porroit|porroit|p
torner|torner|p
.|.|p
et|et|p
por_ce|por_ce|p
##|##
de|de|p
demorer|demorer|p
ensi|ensi|p
longuement|longuement|p
ne|ne|p
##|##
seroit|seroit1|p
pas|pas|p
sens|sens1|p
,|,|p
je|je|p
##|##
ai|ai1|p
pensee|pensee1|p
une|une|p
chouse|chouse|p
qe|qe1|p
##|##
je|je|p
vos|vos|p
