FORMA|KEY|SIGL
ploines|ploines|p
voilles|voilles|p
qe|qe3|p
ains_qe|ains_qe|p
##|##
pasast|pasast|p
la|la|p
semaine|semaine|p
ariverent|ariverent|p
au|au|p
##|##
port|port|p
de|de|p
troie|troie|p
à|à|p
grant|grant4|p
##|##
joie|joie|p
et|et|p
à|à|p
grant|grant4|p
laësse|laësse|p
##|##
.|.|p
et|et|p
quant|quant|p
il|il1|p
furent|furent1|p
##|##
au|au|p
port|port|p
arivés|arivés3|p
,|,|p
jason|jason|p
##|##
et|et|p
hercules|hercules|p
et|et|p
lor|lor2|p
conpaignie|conpaignie|p
##|##
desmonterent|desmonterent|p
de_la|de_la|p
nef|nef|p
por_ce_qe|por_ce_qe|p
travaillés|travaillés|p
##|##
estoient|estoient|p
de|de|p
la|la|p
mer|mer|p
.|.|p
##|##
jason|jason|p
comanda|comanda|p
aigue|aigue|p
douce|douce|p
coillir|coillir|p
##|##
et|et|p
refreschir|refreschir|p
celle|celle|p
qe|qe1|p
la|la|p
##|##
mer|mer|p
avoit|avoit2|p
enpiree|enpiree|p
.|.|p
aprés|aprés1|p
##|##
comanda|comanda|p
qe|qe3|p
li|li|p
mangier|mangier|p
fust|fust2|p
##|##
aparoillés|aparoillés4|p
sor_la|sor_la|p
marine|marine|p
,|,|p
puis|puis|p
##|##
manjuerent|manjuerent|p
et|et|p
se|se1|p
soulacerent|soulacerent|p
mult|mult|p
##|##
envoisieement|envoisieement|p
.|.|p
quant|quant|p
il|il1|p
furent|furent1|p
##|##
en_luec|en_luec|p
demorés|demorés|p
dui|dui|p
jors|jors|p
sans|sans|p
##|##
rienz|rienz|p
forfere|forfere|p
en|en|p
la|la|p
contree|contree|p
##|##
et|et|p
sans|sans|p
avoir|avoir|p
à|à|p
els|els1|p
##|##
nulle|nulle|p
malelance|malelance|p
fors|fors|p
de|de|p
lors|lors|p
##|##
cors|cors1|p
aasier|aasier|p
et|et|p
sojorner|sojorner|p
,|,|p
##|##
de|de|p
qoi|qoi|p
il|il|p
avoient|avoient|p
mult|mult|p
##|##
grant|grant1|p
mestier|mestier1|p
.|.|p
li|li|p
roi|roi|p
##|##
laomedon|laomedon|p
,|,|p
qi|qi|p
estoit|estoit1|p
sire|sire|p
##|##
dou|dou|p
païs|païs|p
,|,|p
sot|sot|p
et|et|p
##|##
entendu|entendu|p
qe|qe3|p
jason|jason|p
et|et|p
hercules|hercules|p
##|##
ho|ho|p
plus|plus|p
de|de|p
dui_cent|dui_cent|p
de|de1|p
##|##
plu|plu|p
eslis|eslis|p
chevaliers|chevaliers3|p
de|de|p
toute|toute|p
##|##
grese|grese|p
estoient|estoient2|p
à|à|p
son|son1|p
port|port|p
##|##
arivés|arivés3|p
;|;|p
il|il|p
s’|s’|p
en|en2|p
doutoit|doutoit|p
##|##
qe|qe3|p
,|,|p
c’|c’|p
il|il|p
ne|ne|p
##|##
s’|s’|p
en|en2|p
porveoit|porveoit|p
,|,|p
il|il|p
##|##
li|li2|p
porroit|porroit|p
son|son1|p
port|port|p
et|et|p
##|##
sa|sa|p
terre|terre|p
gaster|gaster|p
,|,|p
si|si|p
##|##
li|li2|p
en|en2|p
poroit|poroit|p
grant|grant|p
mal|mal|p
##|##
avenir|avenir|p
.|.|p
coment|coment|p
li|li|p
roi|roi|p
##|##
laomedon|laomedon|p
vea|vea|p
à|à|p
jason|jason1|p
se|se5|p
##|##
terre|terre|p
et|et|p
son|son1|p
port|port|p
aues|aues|p
##|##
.|.|p
le|le|p
roi|roi|p
laomedon|laomedon|p
estoit|estoit1|p
##|##
de|de|p
mult|mult|p
grant|grant1|p
senz|senz1|p
et|et|p
##|##
de|de|p
grant|grant4|p
porveance|porveance|p
,|,|p
si|si|p
##|##
pensa|pensa|p
et|et|p
consoilla|consoilla|p
à|à|p
soi|soi|p
##|##
meïsmes|meïsmes1|p
qe|qe3|p
,|,|p
ce|ce2|p
il|il|p
##|##
consentoit|consentoit|p
qe|qe3|p
les|les|p
gresois|gresois2|p
arivassent|arivassent|p
##|##
en|en|p
son|son1|p
port|port|p
et|et|p
en|en|p
##|##
sa|sa|p
terre|terre|p
,|,|p
grant|grant|p
mau|mau|p
##|##
li|li2|p
en|en2|p
poroit|poroit|p
avenir|avenir|p
car|car|p
##|##
il|il1|p
le|le4|p
porent|porent|p
mult|mult|p
damegier|damegier|p
##|##
et|et|p
nuire|nuire|p
.|.|p
et|et|p
por_ce|por_ce|p
##|##
prist|prist|p
il|il|p
un|un|p
sien|sien|p
mesaje|mesaje1|p
##|##
mult|mult|p
saje|saje1|p
et|et|p
bien|bien4|p
parlant|parlant1|p
##|##
et|et|p
le|le4|p
fist|fist1|p
atorner|atorner|p
à|à|p
##|##
mult|mult|p
gent|gent|p
conpaignie|conpaignie|p
.|.|p
et|et|p
##|##
puis|puis|p
li|li2|p
encharga|encharga|p
son|son1|p
mesaje|mesaje1|p
##|##
tel_com|tel_com|p
vos|vos1|p
l’|l’6|p
orois|orois|p
avant|avant|p
##|##
conter|conter|p
,|,|p
et|et|p
le|le4|p
manda|manda|p
##|##
à|à|p
jason|jason1|p
.|.|p
li|li|p
mesaje|mesaje|p
##|##
,|,|p
qe|qe|p
saje|saje|p
estoit|estoit1|p
,|,|p
##|##
hot|hot|p
mult|mult|p
bien|bien4|p
entendu|entendu1|p
le|le|p
##|##
comandement|comandement|p
son|son1|p
seignor|seignor|p
,|,|p
si|si|p
##|##
se|se|p
mist|mist1|p
herraëment|herraëment|p
à_la|à_la|p
voie|voie|p
##|##
por|por|p
fornir|fornir|p
son|son1|p
mesaje|mesaje1|p
.|.|p
##|##
et|et|p
tant|tant|p
chevaucha|chevaucha|p
qe|qe3|p
au|au|p
##|##
port|port|p
vint|vint|p
.|.|p
et|et|p
quant|quant|p
##|##
il|il|p
fu|fu2|p
au|au|p
port|port|p
venus|venus|p
##|##
,|,|p
il|il|p
demanda|demanda|p
jason|jason1|p
,|,|p
##|##
tantost|tantost|p
li|li2|p
fu|fu1|p
moustrés|moustrés|p
.|.|p
##|##
li|li|p
mesaje|mesaje|p
vint|vint|p
devant|devant1|p
lui|lui|p
##|##
et|et|p
le|le4|p
salua|salua|p
.|.|p
jason|jason|p
##|##
li|li2|p
rendi|rendi|p
son|son1|p
salu|salu|p
mult|mult|p
##|##
cortoisement|cortoisement|p
,|,|p
lor|lor3|p
s’|s’1|p
asistrent|asistrent1|p
##|##
en|en|p
une|une|p
riche|riche|p
chouche|chouche|p
.|.|p
##|##
et|et|p
quant|quant|p
il|il1|p
furent|furent1|p
asis|asis1|p
##|##
,|,|p
le|le|p
mesaje|mesaje|p
comensa|comensa|p
adonc|adonc|p
##|##
à|à|p
parler|parler|p
en|en|p
tel|tel6|p
mainiere|mainiere|p
##|##
:|:|p
"|"||p
jason|jason|p
,|,|p
fist|fist|p
il|il|p
##|##
,|,|p
li|li|p
roi|roi|p
laomedon|laomedon|p
vos|vos|p
##|##
mande|mande|p
par|par|p
moi|moi|p
qi|qi1|p
se|se|p
##|##
mervoille|mervoille2|p
mult|mult|p
de|de|p
ce_qe|ce_qe|p
vos|vos1|p
##|##
estes|estes|p
entrés|entrés|p
en|en|p
sa|sa|p
terre|terre|p
##|##
san|san|p
son|son1|p
conjé|conjé|p
et|et|p
san|san|p
##|##
son|son1|p
gré|gré|p
.|.|p
et|et|p
puis_qe|puis_qe|p
##|##
entrés|entrés1|p
i|i|p
est|est3|p
en|en|p
tel|tel6|p
##|##
mainiere|mainiere|p
,|,|p
vos|vos|p
mande|mande|p
il|il|p
##|##
par|par|p
moi|moi|p
et|et|p
à|à|p
vos|vos2|p
##|##
autres|autres1|p
conpaignons|conpaignons1|p
ausi_qe|ausi_qe|p
vos|vos1|p
vos|vos|p
##|##
partois|partois|p
de|de|p
sa|sa|p
terre|terre|p
et|et|p
##|##
de|de|p
son|son1|p
port|port|p
tot|tot4|p
maintenant|maintenant|p
##|##
,|,|p
car|car|p
il|il|p
aime|aime1|p
et|et|p
##|##
vuelt|vuelt|p
sa|sa|p
terre|terre|p
en|en|p
pais|pais|p
##|##
tenir|tenir|p
et|et|p
sanz|sanz|p
guerre|guerre|p
.|.|p
##|##
si|si|p
vos|vos|p
fais|fais|p
savoir|savoir1|p
qe|qe3|p
##|##
,|,|p
se|se2|p
vos|vos1|p
i|i|p
est|est4|p
##|##
trovés|trovés|p
entre|entre|p
si|si2|p
à|à|p
dui|dui|p
##|##
jors|jors|p
,|,|p
il|il|p
vos|vos|p
asaudra|asaudra|p
##|##
et|et|p
hocira|hocira|p
come|come|p
ses|ses1|p
mortels|mortels|p
##|##
henemis|henemis|p
"|"||p
.|.|p
coment|coment|p
jason|jason|p
##|##
et|et|p
hercules|hercules|p
respondiren|respondiren|p
au|au|p
mesaje|mesaje1|p
##|##
dou|dou|p
roi|roi1|p
et|et|p
s’|s’1|p
en|en2|p
##|##
partirent|partirent|p
.|.|p
quant|quant|p
jason|jason|p
hoï|hoï|p
##|##
le|le|p
mesaje|mesaje1|p
qi|qi|p
ensi|ensi|p
le|le4|p
##|##
desfioit|desfioit|p
de_part|de_part|p
le|le|p
roi|roi1|p
laomedon|laomedon1|p
##|##
et|et|p
sa|sa|p
conpaignie|conpaignie|p
ausi|ausi|p
s’|s’3|p
##|##
il|il|p
ne|ne|p
se|se|p
departoit|departoit|p
de|de|p
##|##
sa|sa|p
terre|terre|p
,|,|p
il|il|p
en|en2|p
##|##
ot|ot|p
mult|mult|p
grant|grant4|p
ire|ire|p
et|et|p
##|##
grant|grant1|p
doulor|doulor|p
.|.|p
si|si|p
dist|dist|p
##|##
adonc|adonc|p
à|à|p
ses|ses1|p
conpaignons|conpaignons1|p
:|:|p
"|"||p
##|##
seignor|seignor1|p
,|,|p
fist|fist|p
il|il|p
,|,|p
##|##
grant|grant4|p
honte|honte|p
et|et|p
grant|grant1|p
desenor|desenor1|p
##|##
nos|nos1|p
fet|fet2|p
cestui|cestui2|p
roi|roi|p
qi|qi|p
##|##
ensi|ensi|p
nos|nos1|p
a|a2|p
fet|fet4|p
conjeer|conjeer|p
##|##
honteusement|honteusement|p
de|de|p
sa|sa|p
terre|terre|p
;|;|p
tot|tot4|p
##|##
autrement|autrement|p
se|se|p
convendroit|convendroit|p
à|à|p
fer|fer1|p
##|##
à|à|p
si|si|p
aut|aut1|p
roi|roi1|p
com|com|p
##|##
il|il|p
est|est|p
car|car|p
,|,|p
por_ce_qe|por_ce_qe|p
##|##
d’|d’|p
estrange|estrange|p
païs|païs|p
soumes|soumes|p
nos|nos|p
##|##
,|,|p
deïst|deïst|p
il|il|p
honorer|honorer|p
et|et|p
##|##
cherir|cherir|p
.|.|p
mes|mes|p
il|il2|p
me|me|p
##|##
senble|senble|p
q’|q’1|p
il|il|p
nen|nen|p
ait|ait|p
##|##
de|de|p
ce|ce1|p
nul|nul1|p
talent|talent|p
.|.|p
##|##
mes|mes|p
je|je|p
vos|vos|p
di|di|p
veraiement|veraiement|p
##|##
qi|qi1|p
encore|encore|p
vendra|vendra|p
tenz|tenz1|p
q’|q’1|p
##|##
il|il|p
se|se|p
repentira|repentira|p
durement|durement|p
"|"||p
##|##
.|.|p
lor|lor3|p
respondi|respondi|p
jason|jason|p
au|au|p
##|##
mesaje|mesaje1|p
et|et|p
dist|dist|p
:|:|p
"|"||p
vasal|vasal|p
##|##
,|,|p
fist|fist|p
il|il|p
,|,|p
dire|dire|p
##|##
poirés|poirés|p
à|à|p
vostre|vostre1|p
seignor|seignor|p
qe|qe3|p
##|##
,|,|p
quant|quant|p
nos|nos|p
arivames|arivames|p
en|en|p
##|##
vostre|vostre2|p
terre|terre|p
,|,|p
par|par|p
tos|tos1|p
##|##
les|les|p
diex|diex|p
de|de|p
nostre|nostre|p
loi|loi|p
##|##
nos|nos|p
nen|nen|p
avions|avions|p
talent|talent|p
de|de|p
##|##
mau|mau1|p
ni|ni|p
de|de|p
guerre|guerre|p
faire|faire|p
##|##
à|à|p
son|son1|p
païs|païs|p
ni|ni|p
à|à|p
##|##
ca|ca|p
terre|terre|p
.|.|p
encore|encore|p
li|li2|p
##|##
dites|dites1|p
qe|qe3|p
,|,|p
c’|c’|p
il|il|p
##|##
fust|fust3|p
venus|venus|p
en|en|p
grese|grese|p
isi_come|isi_come|p
##|##
nos|nos|p
soumes|soumes1|p
ensi|ensi|p
venus|venus1|p
,|,|p
##|##
nos|nos|p
l’|l’5|p
eümes|eümes|p
honorés|honorés|p
et|et|p
##|##
servis|servis|p
de|de|p
tot|tot3|p
nostre|nostre1|p
pooir|pooir|p
##|##
.|.|p
mes|mes|p
dite|dite1|p
-li|-li|p
qe|qe3|p
##|##
ceste|ceste1|p
honte|honte|p
q’|q’|p
il|il|p
nos|nos1|p
##|##
a|a2|p
hore|hore|p
fete|fete|p
sera|sera1|p
encore|encore|p
##|##
en|en|p
maint|maint1|p
leu|leu|p
ramenteüe|ramenteüe|p
et|et|p
##|##
contee|contee|p
à|à|p
cels|cels1|p
à|à|p
cui|cui|p
##|##
mult|mult|p
desplaira|desplaira|p
,|,|p
et|et|p
biau|biau|p
##|##
ne|ne|p
fi|fi|p
"|"||p
.|.|p
ci|ci|p
##|##
dit|dit|p
coment|coment|p
il|il1|p
ariverent|ariverent|p
au|au|p
##|##
colcos|colcos|p
.|.|p
quant|quant|p
jason|jason|p
hot|hot|p
##|##
ensi|ensi|p
parlé|parlé|p
au|au|p
mesaje|mesaje1|p
,|,|p
##|##
hercules|hercules|p
parla|parla|p
puis|puis|p
et|et|p
dist|dist|p
##|##
:|:|p
"|"||p
vasal|vasal|p
,|,|p
encore|encore|p
dirais|dirais|p
##|##
au|au|p
roi|roi1|p
laomedon|laomedon1|p
ton|ton|p
seignor|seignor|p
##|##
de_part|de_part|p
hercules|hercules1|p
qe|qe3|p
nos|nos|p
grepirons|grepirons|p
##|##
le|le|p
port|port|p
hui|hui|p
ou|ou|p
demain|demain|p
##|##
,|,|p
mes|mes|p
il|il|p
verra|verra|p
encore|encore|p
##|##
tel|tel1|p
tenz|tenz1|p
,|,|p
ainsois_qe|ainsois_qe|p
trois|trois|p
##|##
ans|ans|p
soient|soient1|p
pasiés|pasiés|p
,|,|p
qe|qe3|p
##|##
nos|nos|p
i|i|p
ariverons|ariverons|p
sanz|sanz|p
son|son1|p
##|##
conjé|conjé|p
et|et|p
sor|sor|p
son|son1|p
devie|devie|p
##|##
,|,|p
mauz|mauz|p
ou|ou|p
bien|bien|p
q’|q’1|p
##|##
il|il|p
li|li2|p
soit|soit|p
.|.|p
à|à|p
##|##
vos|vos|p
di|di|p
je|je|p
,|,|p
tant_q’|tant_q’|p
##|##
il|il2|p
vos|vos|p
en|en2|p
devroit|devroit|p
peser|peser|p
##|##
de_la|de_la|p
honte|honte|p
qi|qi2|p
nos|nos1|p
a|a2|p
##|##
fete|fete|p
,|,|p
por_ce_q’|por_ce_q’|p
il|il|p
en|en|p
##|##
vendra|vendra|p
tart|tart|p
au|au|p
repentir|repentir|p
sanz|sanz|p
##|##
faille|faille|p
"|"||p
.|.|p
li|li|p
mesaje|mesaje|p
##|##
fu|fu|p
saje|saje|p
et|et|p
cortois|cortois|p
,|,|p
##|##
si|si|p
respondi|respondi|p
à|à|p
brief|brief|p
mos|mos|p
##|##
en|en|p
tel|tel6|p
maniere|maniere|p
:|:|p
"|"||p
seignors|seignors|p
##|##
gresois|gresois2|p
,|,|p
sachés|sachés|p
veraiement|veraiement|p
qe|qe3|p
##|##
je|je|p
ne|ne|p
sui|sui2|p
sa|sa2|p
venus|venus|p
##|##
por|por|p
tenser|tenser|p
à|à|p
vos|vos|p
car|car|p
##|##
il|il2|p
ne|ne|p
m’|m’|p
est|est1|p
pas|pas|p
##|##
bel|bel2|p
.|.|p
mon|mon1|p
mesaje|mesaje1|p
vos|vos|p
##|##
ai|ai|p
dit|dit1|p
sanz|sanz|p
rienz|rienz|p
fauser|fauser|p
##|##
,|,|p
si_com|si_com|p
je|je|p
croi|croi|p
.|.|p
##|##
mes|mes|p
encore|encore|p
vos|vos|p
di|di|p
je|je|p
##|##
tant|tant|p
vos|vos1|p
serés|serés|p
seignors|seignors|p
de_l’|de_l’|p
##|##
aler|aler1|p
et|et|p
de_l’|de_l’|p
ester|ester|p
.|.|p
##|##
mes|mes|p
je|je|p
vos|vos|p
lou|lou|p
l’|l’|p
##|##
aler|aler1|p
en|en|p
bone|bone|p
foi|foi|p
por|por|p
##|##
le|le|p
vostre|vostre5|p
meillor|meillor|p
:|:|p
à|à|p
diex|diex3|p
##|##
soiés|soiés|p
vos|vos1|p
acommandés|acommandés|p
"|"||p
.|.|p
##|##
si|si|p
se|se|p
mist|mist1|p
adonc|adonc|p
au|au|p
##|##
repaire|repaire|p
.|.|p
quant|quant|p
li|li|p
mesaje|mesaje|p
##|##
en|en2|p
fu|fu2|p
aléz|aléz|p
,|,|p
les|les|p
##|##
gresois|gresois2|p
remestrent|remestrent|p
tristes|tristes|p
et|et|p
trepensés|trepensés|p
##|##
.|.|p
si|si|p
vos|vos|p
di|di|p
veraiement|veraiement|p
##|##
qe|qe3|p
,|,|p
se|se2|p
les|les|p
gresois|gresois2|p
##|##
eüsent|eüsent|p
la|la|p
force|force|p
,|,|p
il|il1|p
##|##
la|la1|p
vendissent|vendissent|p
chierement|chierement|p
ansois_q’|ansois_q’|p
il|il1|p
##|##
s’|s’1|p
en|en2|p
partissent|partissent|p
de_la|de_la|p
terre|terre|p
##|##
;|;|p
mes|mes|p
por_ce_qe|por_ce_qe|p
poi_de|poi_de|p
genz|genz|p
estoient|estoient1|p
##|##
,|,|p
se|se1|p
recoillirent|recoillirent|p
le|le|p
soir|soir|p
##|##
de_denz|de_denz|p
lor|lor2|p
nef|nef|p
,|,|p
si|si|p
##|##
orent|orent|p
bon|bon1|p
vent|vent|p
et|et|p
soef|soef1|p
##|##
qi|qi|p
tost|tost|p
les|les4|p
ot|ot1|p
enpaint|enpaint|p
##|##
en|en|p
aute|aute|p
mer|mer|p
.|.|p
si|si|p
##|##
siglerent|siglerent|p
et|et|p
nagerent|nagerent|p
tant|tant|p
à|à|p
##|##
voiles|voiles|p
plaines|plaines|p
,|,|p
le|le|p
jor|jor|p
##|##
au|au|p
soleil|soleil|p
et|et|p
la|la|p
nuit|nuit|p
##|##
as|as|p
estoilles|estoilles|p
,|,|p
qe|qe3|p
en|en|p
##|##
poi_de|poi_de|p
tenz|tenz|p
horent|horent1|p
il|il|p
mult|mult|p
##|##
esloingués|esloingués|p
le|le|p
païs|païs|p
et|et|p
la|la|p
##|##
contree|contree|p
de|de|p
troie|troie|p
.|.|p
jason|jason|p
##|##
et|et|p
herculez|herculez|p
et|et|p
les|les|p
autres|autres|p
##|##
gresois|gresois2|p
aloient|aloient3|p
toutes_fois|toutes_fois|p
parlant|parlant|p
de_la|de_la|p
##|##
grant|grant4|p
honte|honte|p
qe|qe1|p
laomedon|laomedon|p
avoit|avoit2|p
##|##
fet|fet3|p
lor|lor4|p
au|au|p
port|port|p
de|de|p
##|##
troie|troie|p
.|.|p
si|si|p
nagerent|nagerent|p
en|en|p
##|##
tel|tel6|p
tant_qe|tant_qe|p
au|au|p
colcos|colcos|p
vindrent|vindrent|p
##|##
.|.|p
maintenant|maintenant|p
descendirent|descendirent|p
sor_la|sor_la|p
marine|marine|p
##|##
jason|jason|p
et|et|p
hercules|hercules|p
et|et|p
lor|lor2|p
##|##
conpaignie|conpaignie|p
.|.|p
et|et|p
quant|quant|p
il|il1|p
##|##
furent|furent1|p
descendus|descendus1|p
en|en|p
tel|tel6|p
mainiere|mainiere|p
##|##
,|,|p
il|il1|p
atornerent|atornerent|p
lor|lor6|p
cors|cors1|p
##|##
bien|bien4|p
et|et|p
richement|richement|p
de|de|p
riches|riches2|p
##|##
vestement|vestement|p
mult|mult|p
bien|bien4|p
taillés|taillés|p
à|à|p
##|##
lor|lor2|p
mesure|mesure|p
de|de|p
drac|drac|p
de|de|p
##|##
soie|soie|p
à|à|p
hor|hor1|p
bordés|bordés|p
,|,|p
##|##
frourés|frourés|p
de|de|p
gris|gris|p
et|et|p
de|de|p
##|##
blanches|blanches|p
hermines|hermines|p
.|.|p
en_luec|en_luec|p
près|près|p
##|##
avoit|avoit1|p
une|une|p
cité|cité|p
belle|belle|p
et|et|p
##|##
riche|riche|p
et|et|p
bien|bien4|p
seant|seant|p
de|de|p
##|##
fors|fors3|p
murs|murs|p
et|et|p
d’|d’|p
autes|autes|p
##|##
tors|tors|p
bien|bien4|p
avironee|avironee|p
et|et|p
close|close|p
##|##
qi|qi|p
estoit|estoit2|p
jaconice|jaconice|p
apellee|apellee|p
.|.|p
##|##
cele|cele|p
cité|cité|p
estoit|estoit2|p
mult|mult|p
bien|bien4|p
##|##
pueplee|pueplee|p
de|de|p
chevaliers|chevaliers3|p
vaillans|vaillans|p
et|et|p
##|##
de|de|p
riches|riches2|p
borgiois|borgiois|p
et|et|p
merchant|merchant|p
##|##
,|,|p
et|et|p
de|de|p
dames|dames|p
et|et|p
##|##
de|de|p
damoiselles|damoiselles|p
belles|belles|p
et|et|p
treplaisanz|treplaisanz|p
##|##
.|.|p
la|la|p
cité|cité|p
estoit|estoit1|p
plantive|plantive|p
##|##
de|de|p
tos|tos2|p
bien|bien3|p
et|et|p
replenie|replenie|p
##|##
.|.|p
li|li|p
roi|roi|p
de|de|p
cele|cele|p
##|##
cité|cité|p
avoit|avoit|p
nom|nom1|p
oetes|oetes1|p
,|,|p
##|##
qe|qe|p
grant|grant|p
sire|sire|p
et|et|p
honerés|honerés|p
##|##
estoit|estoit1|p
.|.|p
coment|coment|p
jason|jason|p
ala|ala|p
##|##
à_la|à_la|p
cité|cité|p
,|,|p
et|et|p
coment|coment|p
##|##
li|li|p
roi|roi|p
oetes|oetes|p
l’|l’5|p
acoilli|acoilli|p
##|##
et|et|p
honora|honora|p
quant|quant|p
jason|jason|p
et|et|p
##|##
sa|sa|p
conpaignie|conpaignie|p
furent|furent2|p
ensi|ensi|p
atornés|atornés1|p
##|##
et|et|p
vestus|vestus|p
com|com|p
je|je|p
vos|vos|p
##|##
ai|ai|p
dit|dit1|p
et|et|p
contés|contés|p
,|,|p
##|##
li|li|p
tens|tens|p
fesoit|fesoit2|p
mult|mult|p
cler|cler|p
##|##
et|et|p
soef|soef3|p
si_come|si_come|p
en|en|p
pascor|pascor|p
##|##
fait|fait1|p
.|.|p
adonc|adonc|p
si|si1|p
mistrent|mistrent|p
##|##
à_la|à_la|p
voie|voie|p
vers|vers|p
la|la|p
cité|cité|p
##|##
entre|entre|p
jason|jason1|p
et|et|p
sa|sa|p
conpaignie|conpaignie|p
##|##
,|,|p
et|et|p
tant|tant|p
errerent|errerent|p
q’|q’1|p
##|##
il|il1|p
vindrent|vindrent|p
à_la|à_la|p
cité|cité|p
.|.|p
##|##
et|et|p
quant|quant|p
il|il1|p
furent|furent1|p
entréz|entréz|p
##|##
de_dens|de_dens|p
la|la|p
cité|cité|p
,|,|p
tot|tot|p
##|##
le|le|p
pueple|pueple|p
le|le4|p
regardoit|regardoit|p
à|à|p
##|##
grant|grant4|p
mervoille|mervoille1|p
por_ce_q’|por_ce_q’|p
il|il1|p
nen|nen|p
##|##
avoient|avoient1|p
veü|veü|p
jamés|jamés|p
si|si|p
belle|belle|p
##|##
gent|gent|p
.|.|p
mult|mult|p
furent|furent2|p
enquis|enquis|p
##|##
et|et|p
demandé|demandé|p
de|de|p
lor|lor1|p
estre|estre1|p
##|##
mes|mes|p
il|il1|p
ne|ne|p
distrent|distrent|p
rienz|rienz|p
##|##
à|à|p
nullui|nullui|p
ains|ains|p
herrerent|herrerent|p
droitement|droitement|p
##|##
vers|vers|p
le|le|p
maistre|maistre|p
palais|palais|p
le|le|p
##|##
roi|roi1|p
.|.|p
et|et|p
quant|quant|p
il|il1|p
##|##
furent|furent1|p
au|au|p
palais|palais|p
venuz|venuz|p
,|,|p
##|##
là_où|là_où|p
li|li|p
roi|roi|p
hoetes|hoetes|p
estoit|estoit|p
##|##
,|,|p
il|il1|p
troverent|troverent|p
q’|q’1|p
il|il|p
##|##
tenoit|tenoit|p
celui|celui1|p
jor|jor|p
mult|mult|p
grant|grant1|p
##|##
plait|plait|p
devant|devant1|p
li|li2|p
.|.|p
il|il1|p
##|##
regarderent|regarderent|p
le|le|p
palais|palais|p
qi|qi|p
mult|mult|p
##|##
estoit|estoit1|p
bel|bel|p
et|et|p
riche|riche2|p
et|et|p
##|##
grant|grant|p
à|à|p
veoir|veoir|p
.|.|p
devant|devant1|p
##|##
le|le|p
palais|palais|p
,|,|p
qi|qi|p
mult|mult|p
##|##
estoit|estoit1|p
bel|bel|p
et|et|p
riche|riche2|p
,|,|p
##|##
avoit|avoit1|p
une|une|p
mult|mult|p
grant|grant4|p
place|place|p
##|##
et|et|p
mervoilleuse|mervoilleuse|p
là_où|là_où|p
les|les|p
barons|barons2|p
##|##
et|et|p
les|les|p
chevaliers|chevaliers2|p
se|se1|p
desdioient|desdioient|p
##|##
as|as|p
tables|tables|p
et|et|p
as|as|p
eschas|eschas|p
##|##
et|et|p
as|as|p
autres|autres1|p
jeu|jeu|p
delitables|delitables|p
##|##
,|,|p
si|si|p
troverent|troverent|p
en|en|p
cele|cele|p
##|##
place|place|p
mult|mult|p
des|des|p
aus|aus1|p
homes|homes1|p
##|##
de|de|p
la|la|p
cité|cité|p
,|,|p
et|et|p
##|##
mains|mains1|p
chevals|chevals|p
et|et|p
mains|mains1|p
palafroins|palafroins|p
##|##
,|,|p
et|et|p
mains|mains1|p
faucons|faucons|p
et|et|p
##|##
des|des|p
autres|autres1|p
hosiaus|hosiaus|p
asés|asés|p
,|,|p
##|##
et|et|p
avec|avec|p
i|i1|p
avoit|avoit|p
brachet|brachet|p
##|##
et|et|p
levriers|levriers|p
de|de|p
deverses|deverses|p
coulors|coulors|p
##|##
.|.|p
quant|quant|p
il|il1|p
vindrent|vindrent|p
devant|devant1|p
##|##
la|la|p
porte|porte|p
dou|dou|p
palais|palais|p
,|,|p
##|##
li|li|p
roi|roi|p
oetes|oetes|p
,|,|p
qi|qi|p
##|##
sot|sot|p
lor|lor2|p
venue|venue|p
,|,|p
ala|ala|p
##|##
contr’|contr’|p
els|els1|p
et|et|p
les|les4|p
recut|recut|p
##|##
à|à|p
mult|mult|p
grant|grant1|p
henor|henor|p
,|,|p
##|##
si|si|p
firent|firent|p
ses|ses|p
barons|barons2|p
et|et|p
##|##
ses|ses|p
chevaliers|chevaliers2|p
ausi|ausi|p
.|.|p
et|et|p
##|##
quant|quant|p
li|li|p
roi|roi|p
sot|sot|p
qi|qi3|p
##|##
·l|·l|p
estoient|estoient1|p
et|et|p
dont|dont|p
aloient|aloient|p
##|##
,|,|p
il|il|p
les|les4|p
honora|honora|p
fort|fort|p
##|##
et|et|p
cheri|cheri|p
et|et|p
les|les4|p
herbergia|herbergia|p
##|##
de_denz|de_denz|p
son|son1|p
palais|palais|p
là_où|là_où|p
il|il1|p
##|##
furent|furent2|p
servi|servi|p
mult|mult|p
autement|autement|p
et|et|p
##|##
à|à|p
ais|ais2|p
,|,|p
de|de|p
qoi|qoi|p
##|##
il|il1|p
avoient|avoient|p
mult|mult|p
grant|grant1|p
mestier|mestier1|p
##|##
car|car|p
grant|grant4|p
piece|piece|p
avoit|avoit1|p
q’|q’1|p
##|##
il|il1|p
nen|nen|p
avoient|avoient1|p
eü|eü|p
si|si|p
##|##
bon|bon1|p
hostel|hostel|p
.|.|p
coment|coment|p
li|li|p
##|##
roi|roi|p
oetes|oetes|p
fist|fist1|p
venir|venir|p
medea|medea|p
##|##
devant|devant1|p
soi|soi|p
et|et|p
devant|devant1|p
les|les|p
##|##
gresoi|gresoi|p
et|et|p
coment|coment|p
medea|medea|p
s’|s’|p
##|##
enamora|enamora|p
