FORMA|KEY|LEMMA|ETIMO|LANG|DATE|POS|FUNCT|gender|number|case|degree|deterType|MWEs|pronType|person|verbForm|mood|tense|voice|property|adpType|advType|advType2|numType|partType|g|h|p|v|LOC.1|LOC.2|LOC.3|LOC.4|DATE.0|DATE.1|DATE.2
damaje|damaje1|damage|DAMNUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damajer|damajer|damagier|DAMNUM|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dame|dame|dame|DOMINA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damegier|damegier|damagier|DAMNUM|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dames|dames|dame|DOMINA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damoisel|damoisel|damoisel|*DOMNICELLUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damoisele|damoisele|damoisele|*DOMNICELLA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damoiseles|damoiseles|damoisel|*DOMNICELLUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damoiseles|damoiseles1|damoisele|*DOMNICELLA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damoiselle|damoiselle|damoisele|*DOMNICELLA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
damoiselles|damoiselles|damoisele|*DOMNICELLA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de|de|de|DE|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de|de1|un|UNUS|||determiner||Masc|Plur|Acc||ArtIndef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_bonerement|de_bonerement|debonairement|AGER|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_ce_qe|de_ce_qe|ce1|HOC|||pronoun|SConj |Neut|Sing||||MWEs|Dem||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_ce_q’|de_ce_q’|ce1|HOC|||pronoun|SConj |Neut|Sing||||MWEs|Dem||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_couste|de_couste|coste|COSTA|||noun|Adp|Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_dens|de_dens|dedans|DEINTUS|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_denz|de_denz|dedans|DEINTUS|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_denz|de_denz1|dedans|DEINTUS|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_la|de_la|de|DE|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_lés|de_lés|dalez|LATUS2|||adposition||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_l’|de_l’|de|DE|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_part|de_part|part1|PARS|||noun|Adp|Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_pres|de_pres|près|PRESSE|||adverb|Adv||||||MWEs|||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_se_qe|de_se_qe|ce1|HOC|||pronoun|SConj |Neut|Sing||||MWEs|Dem||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_sor|de_sor|desor|SUPER|||pronoun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_sor_mès|de_sor_mès|desormais|HORA|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_sus|de_sus|desus|SURSUM|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
de_sus|de_sus1|desus|SURSUM|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
debrisiéz|debrisiéz|debrisier|BRISARE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deceües|deceües|decevoir|DECIPERE|||verb|compPassTens|Fem|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
declin|declin|declin|DECLINARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deconforter|deconforter|desconforter|CONFORTARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dedenz|dedenz|dedans|DEINTUS|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dedenz|dedenz1|dedans|DEINTUS|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deesse|deesse|dieuesse|DEUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
defendi|defendi|defendre|DEFENDERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
defendirent|defendirent|defendre|DEFENDERE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
defendoit|defendoit|defendre|DEFENDERE|||verb|||Sing||||||3|Fin|Ind|Imp|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
defendre|defendre|defendre|DEFENDERE|||verb||||||||||Ind|Inf|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
defendre|defendre1|defendre|DEFENDERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
defensions|defensions|defensïon|DEFENSIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deifebus|deifebus|Deiphebe||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deiphebus|deiphebus|Deiphebe||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
delaiement|delaiement|delaiement|LAXARE|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
delaiement|delaiement1|delaiement|LAXARE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
delitable|delitable|delitable|DELECTARE|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
delitables|delitables|delitable|DELECTARE|||adjective||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
delivré|delivré|delivrer|DELIBERARE1|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dels|dels|de|DE|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
delés|delés|dalez|LATUS2|||adposition||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demain|demain|demain|DE MANE|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demanda|demanda|demander|DEMANDARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demander|demander|demander|DEMANDARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demanderent|demanderent|demander|DEMANDARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demanderent|demanderent1|demander|DEMANDARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demandoient|demandoient|demander|DEMANDARE|||verb|||Plur||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demandé|demandé|demander|DEMANDARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demandé|demandé1|demander|DEMANDARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demandés|demandés|demander|DEMANDARE|||verb|||Plur||||||2|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demanois|demanois|demanois|MANUS|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demeine|demeine|demener|MINARE|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demencer|demencer|dementer|DEMENTARE|||verb||||||||||Ind|Inf|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demencoit|demencoit|dementer|DEMENTARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demenoit|demenoit|demener|MINARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demente|demente|dementer|DEMENTARE|||verb|||Sing||||||3|Fin|Ind|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demie|demie|demi2|DIMIDIUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demoirés|demoirés|demorer|DEMORARI|||verb|||Plur||||||2|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demonstroit|demonstroit|demostrer|DEMONSTRARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demora|demora|demorer|DEMORARI|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demorance|demorance|demorance|DEMORARI|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demore|demore|demorance|DEMORARI|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demore|demore1|demorer|DEMORARI|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demorer|demorer|demorer|DEMORARI|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demorerent|demorerent|demorer|DEMORARI|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demoré|demoré|demorer|DEMORARI|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demoré|demoré1|demorer|DEMORARI|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demorés|demorés|demorer|DEMORARI|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
demostroit|demostroit|demostrer|DEMONSTRARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
denz|denz|dent2|DENS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
departir|departir|departir|PARTIRE|||verb|Noun|||||||||Ind|Inf|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
departoit|departoit|departir|PARTIRE|||verb|||Sing||||||3|Fin|Ind|Imp|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dereaine|dereaine|däerrain|DE RETRO|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
derobee|derobee|desrober|*RAUBôN|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
des|des|un|UNUS|||determiner||Masc|Plur|||ArtIndef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
des|des1|un|UNUS|||determiner||Fem|Plur|||ArtIndef||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
des|des2|de|DE|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desarmerent|desarmerent|desarmer|ARMARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
descendi|descendi|descendre|DESCENDERE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
descendirent|descendirent|descendre|DESCENDERE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
descendus|descendus|descendre|DESCENDERE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
descendus|descendus1|descendre|DESCENDERE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past|Pass|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deschargerent|deschargerent|deschargier|CARRICARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desconfis|desconfis|desconfire|CONFICERE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desconfis|desconfis1|desconfire|CONFICERE|||verb||Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desconfiture|desconfiture|desconfiture|CONFICERE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desconfortees|desconfortees|desconforter|CONFORTARE|||verb|Adj|Fem|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desconfortés|desconfortés|desconforter|CONFORTARE|||verb|||Plur||||||2|Fin|Imp|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
descouvrir|descouvrir|descovrir|COOPERIRE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
descovri|descovri|descovrir|COOPERIRE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desduit|desduit|deduit|DUCERE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desenor|desenor1|desonor|HONOS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desevrer|desevrer|dessevrer|SEPARARE|||verb|Noun|||||||||Ind|Inf|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desfioit|desfioit|desfier|*FIDARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desir|desir|desirrer|DESIDERARE|||verb|||Sing||||||1|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desirent|desirent|desirrer|DESIDERARE|||verb|||Plur||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desiriers|desiriers|desirrier|DESIDERARE|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desiriers|desiriers1|desirrier|DESIDERARE|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desiriter|desiriter|desireter|HEREDITARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desiroit|desiroit|desirrer|DESIDERARE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desmesure|desmesure|desmesure|MENSURARE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desmesuré|desmesuré|desmesurer|MENSURARE|||verb|Adj|Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desmonterent|desmonterent|desmonter|*MONTARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desoremés|desoremés|desormais|HORA|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desormés|desormés|desormais|HORA|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desous|desous|desoz|SUBTUS|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
despart|despart|depart|PARTIRE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desplaira|desplaira|desplaire|PLACERE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desplest|desplest|desplaire|PLACERE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
despulcella|despulcella|despuceler|*PULLICELLA|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destorbier|destorbier|destorber|DISTURBARE|||verb|Noun|||||||||Ind|Inf|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destorner|destorner|destorner|TORNARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destrain|destrain|destreindre|DISTRINGERE|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destre|destre|destre|DEXTER|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destroite|destroite|destroit|DISTRICTUS1|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destruicion|destruicion|destrüison|DESTRUERE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destruite|destruite|destruire|DESTRUERE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
destrutions|destrutions|destructïon|DESTRUERE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
desus|desus1|desus|SURSUM|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
detrencherent|detrencherent|detrenchier|*TRINICARE|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
detrencherent|detrencherent1|detrenchier|*TRINICARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
detrenchier|detrenchier|detrenchier|*TRINICARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
detrenchés|detrenchés|detrenchier|*TRINICARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
detrenchés|detrenchés1|detrenchier|*TRINICARE|||verb||Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
detrenchés|detrenchés2|detrenchier|*TRINICARE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devant|devant1|devant|ABANTE|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devant_ce_qe|devant_ce_qe|devant|ABANTE|||adverb|SConj ||||||MWEs|||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devenoient|devenoient|devenir|DEVENIRE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devers|devers|devers|VERSUS1|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devers|devers1|divers|DIVERSUS|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deverses|deverses|divers|DIVERSUS|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devin|devin|devin1|DIVINUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devis|devis|deviser|*DEVISARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devise|devise|devise|*DIVISARE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deviser|deviser|deviser|*DIVISARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devisera|devisera|deviser|*DIVISARE|||verb|||Plur||||||2|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devoient|devoient|devoir|DEBERE|||verb|auxMod||Plur||||||3|Fin|Ind|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devoit|devoit|devoir|DEBERE|||verb|auxMod||Sing||||||3|Fin|Ind|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devosion|devosion|devocïon|DEVOTIO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devroit|devroit|devoir|DEBERE|||verb|auxMod||Sing||||||3|Fin|Cnd|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
devés|devés|devoir|DEBERE|||verb|auxMod||Plur||||||2|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deïst|deïst|devoir|DEBERE|||verb|auxMod||Sing||||||3|Fin|Sub|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deüssiéz|deüssiéz|devoir|DEBERE|||verb|auxMod||Plur||||||2|Fin|Sub|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
deüst|deüst|devoir|DEBERE|||verb|auxMod||Sing||||||3|Fin|Sub|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
di|di|dire|DICERE|||verb|||Sing||||||1|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
di|di1|dire|DICERE|||verb|||Sing||||||2|Fin|Imp|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dieu|dieu1|dieu|DEUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
diex|diex|dieu|DEUS|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
diex|diex1|dieu|DEUS|||noun||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
diex|diex2|dieu|DEUS|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
diex|diex3|dieu|DEUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dir|dir|dire|DICERE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dirai|dirai|dire|DICERE|||verb|||Sing||||||1|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dirais|dirais|dire|DICERE|||verb|||Sing||||||2|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dire|dire|dire|DICERE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
disant|disant|dire|DICERE|||verb||||||||||Ind|Part|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
disoient|disoient|dire|DICERE|||verb|||Plur||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
disoit|disoit|dire|DICERE|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dist|dist|dire|DICERE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
distrent|distrent|dire|DICERE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dit|dit|dire|DICERE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dit|dit1|dire|DICERE|||verb|||Sing||||||3|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dit|dit2|dire|DICERE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dit|dit4|dire|DICERE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dite|dite|dire|DICERE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dite|dite1|dire|DICERE|||verb|||Plur||||||2|Fin|Imp|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dites|dites|dire|DICERE|||verb|||Plur||||||2|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
dites|dites1|dire|DICERE|||verb|||Plur||||||2|Fin|Imp|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
doi|doi|doi|DIGITUS|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
doi|doi1|devoir|DEBERE|||verb|auxMod||Sing||||||1|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
doie|doie|devoir|DEBERE|||verb|auxMod||Sing||||||2|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
doit|doit|devoir|DEBERE|||verb|auxMod||Sing||||||3|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
