FORMA|KEY|SIGL
à|à|g
ploines|ploines|g
voilles|voilles|g
qe|qe3|g
ains_qe|ains_qe|g
##|##
pasast|pasast|g
la|la|g
semaine|semaine|g
ariverent|ariverent|g
au|au|g
##|##
port|port|g
de|de|g
troie|troie|g
à|à|g
grant|grant4|g
##|##
joie|joie|g
et|et|g
à|à|g
grant|grant4|g
laësse|laësse|g
##|##
.|.|g
et|et|g
quant|quant|g
il|il1|g
furent|furent1|g
##|##
au|au|g
port|port|g
arivés|arivés3|g
,|,|g
jason|jason|g
##|##
et|et|g
hercules|hercules|g
et|et|g
lor|lor2|g
conpaignie|conpaignie|g
##|##
desmonterent|desmonterent|g
de_la|de_la|g
nef|nef|g
por_ce_qe|por_ce_qe|g
travaillés|travaillés|g
##|##
estoient|estoient|g
de|de|g
la|la|g
mer|mer|g
.|.|g
##|##
jason|jason|g
comanda|comanda|g
aigue|aigue|g
douce|douce|g
coillir|coillir|g
##|##
et|et|g
refreschir|refreschir|g
celle|celle|g
qe|qe1|g
la|la|g
##|##
mer|mer|g
avoit|avoit2|g
enpiree|enpiree|g
.|.|g
aprés|aprés1|g
##|##
comanda|comanda|g
qe|qe3|g
li|li|g
mangier|mangier|g
fust|fust2|g
##|##
aparoillés|aparoillés4|g
sor_la|sor_la|g
marine|marine|g
,|,|g
puis|puis|g
##|##
manjuerent|manjuerent|g
et|et|g
se|se1|g
soulacerent|soulacerent|g
mult|mult|g
##|##
envoisieement|envoisieement|g
.|.|g
quant|quant|g
il|il1|g
furent|furent1|g
##|##
en_luec|en_luec|g
demorés|demorés|g
dui|dui|g
jors|jors|g
sans|sans|g
##|##
rienz|rienz|g
forfere|forfere|g
en|en|g
la|la|g
contree|contree|g
##|##
et|et|g
sans|sans|g
avoir|avoir|g
à|à|g
els|els1|g
##|##
nulle|nulle|g
malelance|malelance|g
fors|fors|g
de|de|g
lors|lors|g
##|##
cors|cors1|g
aasier|aasier|g
et|et|g
sojorner|sojorner|g
,|,|g
##|##
de|de|g
qoi|qoi|g
il|il|g
avoient|avoient|g
mult|mult|g
##|##
grant|grant1|g
mestier|mestier1|g
.|.|g
li|li|g
roi|roi|g
##|##
laomedon|laomedon|g
,|,|g
qi|qi|g
estoit|estoit1|g
sire|sire|g
##|##
dou|dou|g
païs|païs|g
,|,|g
sot|sot|g
et|et|g
##|##
entendu|entendu|g
qe|qe3|g
jason|jason|g
et|et|g
hercules|hercules|g
##|##
ho|ho|g
plus|plus|g
de|de|g
dui_cent|dui_cent|g
de|de1|g
##|##
plu|plu|g
eslis|eslis|g
chevaliers|chevaliers3|g
de|de|g
toute|toute|g
##|##
grese|grese|g
estoient|estoient2|g
à|à|g
son|son1|g
port|port|g
##|##
arivés|arivés3|g
;|;|g
il|il|g
s’|s’|g
en|en2|g
doutoit|doutoit|g
##|##
qe|qe3|g
,|,|g
c’|c’|g
il|il|g
ne|ne|g
##|##
s’|s’|g
en|en2|g
porveoit|porveoit|g
,|,|g
il|il|g
##|##
li|li2|g
porroit|porroit|g
son|son1|g
port|port|g
et|et|g
##|##
sa|sa|g
terre|terre|g
gaster|gaster|g
,|,|g
si|si|g
##|##
li|li2|g
en|en2|g
poroit|poroit|g
grant|grant|g
mal|mal|g
##|##
avenir|avenir|g
.|.|g
coment|coment|g
li|li|g
roi|roi|g
##|##
laomedon|laomedon|g
vea|vea|g
à|à|g
jason|jason1|g
se|se5|g
##|##
terre|terre|g
et|et|g
son|son1|g
port|port|g
aues|aues|g
##|##
.|.|g
le|le|g
roi|roi|g
laomedon|laomedon|g
estoit|estoit1|g
##|##
de|de|g
mult|mult|g
grant|grant1|g
senz|senz1|g
et|et|g
##|##
de|de|g
grant|grant4|g
porveance|porveance|g
,|,|g
si|si|g
##|##
pensa|pensa|g
et|et|g
consoilla|consoilla|g
à|à|g
soi|soi|g
##|##
meïsmes|meïsmes1|g
qe|qe3|g
,|,|g
ce|ce2|g
il|il|g
##|##
consentoit|consentoit|g
qe|qe3|g
les|les|g
gresois|gresois2|g
arivassent|arivassent|g
##|##
en|en|g
son|son1|g
port|port|g
et|et|g
en|en|g
##|##
sa|sa|g
terre|terre|g
,|,|g
grant|grant|g
mau|mau|g
##|##
li|li2|g
en|en2|g
poroit|poroit|g
avenir|avenir|g
car|car|g
##|##
il|il1|g
le|le4|g
porent|porent|g
mult|mult|g
damegier|damegier|g
##|##
et|et|g
nuire|nuire|g
.|.|g
et|et|g
por_ce|por_ce|g
##|##
prist|prist|g
il|il|g
un|un|g
sien|sien|g
mesaje|mesaje1|g
##|##
mult|mult|g
saje|saje1|g
et|et|g
bien|bien4|g
parlant|parlant1|g
##|##
et|et|g
le|le4|g
fist|fist1|g
atorner|atorner|g
à|à|g
##|##
mult|mult|g
gent|gent|g
conpaignie|conpaignie|g
.|.|g
et|et|g
##|##
puis|puis|g
li|li2|g
encharga|encharga|g
son|son1|g
mesaje|mesaje1|g
##|##
tel_com|tel_com|g
vos|vos1|g
l’|l’6|g
orois|orois|g
avant|avant|g
##|##
conter|conter|g
,|,|g
et|et|g
le|le4|g
manda|manda|g
##|##
à|à|g
jason|jason1|g
.|.|g
li|li|g
mesaje|mesaje|g
##|##
,|,|g
qe|qe|g
saje|saje|g
estoit|estoit1|g
,|,|g
##|##
hot|hot|g
mult|mult|g
bien|bien4|g
entendu|entendu1|g
le|le|g
##|##
comandement|comandement|g
son|son1|g
seignor|seignor|g
,|,|g
si|si|g
##|##
se|se|g
mist|mist1|g
herraëment|herraëment|g
à_la|à_la|g
voie|voie|g
##|##
por|por|g
fornir|fornir|g
son|son1|g
mesaje|mesaje1|g
.|.|g
##|##
et|et|g
tant|tant|g
chevaucha|chevaucha|g
qe|qe3|g
au|au|g
##|##
port|port|g
vint|vint|g
.|.|g
et|et|g
quant|quant|g
##|##
il|il|g
fu|fu2|g
au|au|g
port|port|g
venus|venus|g
##|##
,|,|g
il|il|g
demanda|demanda|g
jason|jason1|g
,|,|g
##|##
tantost|tantost|g
li|li2|g
fu|fu1|g
moustrés|moustrés|g
.|.|g
##|##
li|li|g
mesaje|mesaje|g
vint|vint|g
devant|devant1|g
lui|lui|g
##|##
et|et|g
le|le4|g
salua|salua|g
.|.|g
jason|jason|g
##|##
li|li2|g
rendi|rendi|g
son|son1|g
salu|salu|g
mult|mult|g
##|##
cortoisement|cortoisement|g
,|,|g
lor|lor3|g
s’|s’1|g
asistrent|asistrent1|g
##|##
en|en|g
une|une|g
riche|riche|g
chouche|chouche|g
.|.|g
##|##
et|et|g
quant|quant|g
il|il1|g
furent|furent1|g
asis|asis1|g
##|##
,|,|g
le|le|g
mesaje|mesaje|g
comensa|comensa|g
adonc|adonc|g
##|##
à|à|g
parler|parler|g
en|en|g
tel|tel6|g
mainiere|mainiere|g
##|##
:|:|g
"|"||g
jason|jason|g
,|,|g
fist|fist|g
il|il|g
##|##
,|,|g
li|li|g
roi|roi|g
laomedon|laomedon|g
vos|vos|g
##|##
mande|mande|g
par|par|g
moi|moi|g
qi|qi1|g
se|se|g
##|##
mervoille|mervoille2|g
mult|mult|g
de|de|g
ce_qe|ce_qe|g
vos|vos1|g
##|##
estes|estes|g
entrés|entrés|g
en|en|g
sa|sa|g
terre|terre|g
##|##
san|san|g
son|son1|g
conjé|conjé|g
et|et|g
san|san|g
##|##
son|son1|g
gré|gré|g
.|.|g
et|et|g
puis_qe|puis_qe|g
##|##
entrés|entrés1|g
i|i|g
est|est3|g
en|en|g
tel|tel6|g
##|##
mainiere|mainiere|g
,|,|g
vos|vos|g
mande|mande|g
il|il|g
##|##
par|par|g
moi|moi|g
et|et|g
à|à|g
vos|vos2|g
##|##
autres|autres1|g
conpaignons|conpaignons1|g
ausi_qe|ausi_qe|g
vos|vos1|g
vos|vos|g
##|##
partois|partois|g
de|de|g
sa|sa|g
terre|terre|g
et|et|g
##|##
de|de|g
son|son1|g
port|port|g
tot|tot4|g
maintenant|maintenant|g
##|##
,|,|g
car|car|g
il|il|g
aime|aime1|g
et|et|g
##|##
vuelt|vuelt|g
sa|sa|g
terre|terre|g
en|en|g
pais|pais|g
##|##
tenir|tenir|g
et|et|g
sanz|sanz|g
guerre|guerre|g
.|.|g
##|##
si|si|g
vos|vos|g
fais|fais|g
savoir|savoir1|g
qe|qe3|g
##|##
,|,|g
se|se2|g
vos|vos1|g
i|i|g
est|est4|g
##|##
trovés|trovés|g
entre|entre|g
si|si2|g
à|à|g
dui|dui|g
##|##
jors|jors|g
,|,|g
il|il|g
vos|vos|g
asaudra|asaudra|g
##|##
et|et|g
hocira|hocira|g
come|come|g
ses|ses1|g
mortels|mortels|g
##|##
henemis|henemis|g
"|"||g
.|.|g
coment|coment|g
jason|jason|g
##|##
et|et|g
hercules|hercules|g
respondiren|respondiren|g
au|au|g
mesaje|mesaje1|g
##|##
dou|dou|g
roi|roi1|g
et|et|g
s’|s’1|g
en|en2|g
##|##
partirent|partirent|g
.|.|g
quant|quant|g
jason|jason|g
hoï|hoï|g
##|##
le|le|g
mesaje|mesaje1|g
qi|qi|g
ensi|ensi|g
le|le4|g
##|##
desfioit|desfioit|g
de_part|de_part|g
le|le|g
roi|roi1|g
laomedon|laomedon1|g
##|##
et|et|g
sa|sa|g
conpaignie|conpaignie|g
ausi|ausi|g
s’|s’3|g
##|##
il|il|g
ne|ne|g
se|se|g
departoit|departoit|g
de|de|g
##|##
sa|sa|g
terre|terre|g
,|,|g
il|il|g
en|en2|g
##|##
ot|ot|g
mult|mult|g
grant|grant4|g
ire|ire|g
et|et|g
##|##
grant|grant1|g
doulor|doulor|g
.|.|g
si|si|g
dist|dist|g
##|##
adonc|adonc|g
à|à|g
ses|ses1|g
conpaignons|conpaignons1|g
:|:|g
"|"||g
##|##
seignor|seignor1|g
,|,|g
fist|fist|g
il|il|g
,|,|g
##|##
grant|grant4|g
honte|honte|g
et|et|g
grant|grant1|g
desenor|desenor1|g
##|##
nos|nos1|g
fet|fet2|g
cestui|cestui2|g
roi|roi|g
qi|qi|g
##|##
ensi|ensi|g
nos|nos1|g
a|a2|g
fet|fet4|g
conjeer|conjeer|g
##|##
honteusement|honteusement|g
de|de|g
sa|sa|g
terre|terre|g
;|;|g
tot|tot4|g
##|##
autrement|autrement|g
se|se|g
convendroit|convendroit|g
à|à|g
fer|fer1|g
##|##
à|à|g
si|si|g
aut|aut1|g
roi|roi1|g
com|com|g
##|##
il|il|g
est|est|g
car|car|g
,|,|g
por_ce_qe|por_ce_qe|g
##|##
d’|d’|g
estrange|estrange|g
païs|païs|g
soumes|soumes|g
nos|nos|g
##|##
,|,|g
deïst|deïst|g
il|il|g
honorer|honorer|g
et|et|g
##|##
cherir|cherir|g
.|.|g
mes|mes|g
il|il2|g
me|me|g
##|##
senble|senble|g
q’|q’1|g
il|il|g
nen|nen|g
ait|ait|g
##|##
de|de|g
ce|ce1|g
nul|nul1|g
talent|talent|g
.|.|g
##|##
mes|mes|g
je|je|g
vos|vos|g
di|di|g
veraiement|veraiement|g
##|##
qi|qi1|g
encore|encore|g
vendra|vendra|g
tenz|tenz1|g
q’|q’1|g
##|##
il|il|g
se|se|g
repentira|repentira|g
durement|durement|g
"|"||g
##|##
.|.|g
lor|lor3|g
respondi|respondi|g
jason|jason|g
au|au|g
##|##
mesaje|mesaje1|g
et|et|g
dist|dist|g
:|:|g
"|"||g
vasal|vasal|g
##|##
,|,|g
fist|fist|g
il|il|g
,|,|g
dire|dire|g
##|##
poirés|poirés|g
à|à|g
vostre|vostre1|g
seignor|seignor|g
qe|qe3|g
##|##
,|,|g
quant|quant|g
nos|nos|g
arivames|arivames|g
en|en|g
##|##
vostre|vostre2|g
terre|terre|g
,|,|g
par|par|g
tos|tos1|g
##|##
les|les|g
diex|diex|g
de|de|g
nostre|nostre|g
loi|loi|g
##|##
nos|nos|g
nen|nen|g
avions|avions|g
talent|talent|g
de|de|g
##|##
mau|mau1|g
ni|ni|g
de|de|g
guerre|guerre|g
faire|faire|g
##|##
à|à|g
son|son1|g
païs|païs|g
ni|ni|g
à|à|g
##|##
ca|ca|g
terre|terre|g
.|.|g
encore|encore|g
li|li2|g
##|##
dites|dites1|g
qe|qe3|g
,|,|g
c’|c’|g
il|il|g
##|##
fust|fust3|g
venus|venus|g
en|en|g
grese|grese|g
isi_come|isi_come|g
##|##
nos|nos|g
soumes|soumes1|g
ensi|ensi|g
venus|venus1|g
,|,|g
##|##
nos|nos|g
l’|l’5|g
eümes|eümes|g
honorés|honorés|g
et|et|g
##|##
servis|servis|g
de|de|g
tot|tot3|g
nostre|nostre1|g
pooir|pooir|g
##|##
.|.|g
mes|mes|g
dite|dite1|g
-li|-li|g
qe|qe3|g
##|##
ceste|ceste1|g
honte|honte|g
q’|q’|g
il|il|g
nos|nos1|g
##|##
a|a2|g
hore|hore|g
fete|fete|g
sera|sera1|g
encore|encore|g
##|##
en|en|g
maint|maint1|g
leu|leu|g
ramenteüe|ramenteüe|g
et|et|g
##|##
contee|contee|g
à|à|g
cels|cels1|g
à|à|g
cui|cui|g
##|##
mult|mult|g
desplaira|desplaira|g
,|,|g
et|et|g
biau|biau|g
##|##
ne|ne|g
fi|fi|g
"|"||g
.|.|g
ci|ci|g
##|##
dit|dit|g
coment|coment|g
il|il1|g
ariverent|ariverent|g
au|au|g
##|##
colcos|colcos|g
.|.|g
quant|quant|g
jason|jason|g
hot|hot|g
##|##
ensi|ensi|g
parlé|parlé|g
au|au|g
mesaje|mesaje1|g
,|,|g
##|##
hercules|hercules|g
parla|parla|g
puis|puis|g
et|et|g
dist|dist|g
##|##
:|:|g
"|"||g
vasal|vasal|g
,|,|g
encore|encore|g
dirais|dirais|g
##|##
au|au|g
roi|roi1|g
laomedon|laomedon1|g
ton|ton|g
seignor|seignor|g
##|##
de_part|de_part|g
hercules|hercules1|g
qe|qe3|g
nos|nos|g
grepirons|grepirons|g
##|##
le|le|g
port|port|g
hui|hui|g
ou|ou|g
demain|demain|g
##|##
,|,|g
mes|mes|g
il|il|g
verra|verra|g
encore|encore|g
##|##
tel|tel1|g
tenz|tenz1|g
,|,|g
ainsois_qe|ainsois_qe|g
trois|trois|g
##|##
ans|ans|g
soient|soient1|g
pasiés|pasiés|g
,|,|g
qe|qe3|g
##|##
nos|nos|g
i|i|g
ariverons|ariverons|g
sanz|sanz|g
son|son1|g
##|##
conjé|conjé|g
et|et|g
sor|sor|g
son|son1|g
devie|devie|g
##|##
,|,|g
mauz|mauz|g
ou|ou|g
bien|bien|g
q’|q’1|g
##|##
il|il|g
li|li2|g
soit|soit|g
.|.|g
à|à|g
##|##
vos|vos|g
di|di|g
je|je|g
,|,|g
tant_q’|tant_q’|g
##|##
il|il2|g
vos|vos|g
en|en2|g
devroit|devroit|g
peser|peser|g
##|##
de_la|de_la|g
honte|honte|g
qi|qi2|g
nos|nos1|g
a|a2|g
##|##
fete|fete|g
,|,|g
por_ce_q’|por_ce_q’|g
il|il|g
en|en|g
##|##
vendra|vendra|g
tart|tart|g
au|au|g
repentir|repentir|g
sanz|sanz|g
##|##
faille|faille|g
"|"||g
.|.|g
li|li|g
mesaje|mesaje|g
##|##
fu|fu|g
saje|saje|g
et|et|g
cortois|cortois|g
,|,|g
##|##
si|si|g
respondi|respondi|g
à|à|g
brief|brief|g
mos|mos|g
##|##
en|en|g
tel|tel6|g
maniere|maniere|g
:|:|g
"|"||g
seignors|seignors|g
##|##
gresois|gresois2|g
,|,|g
sachés|sachés|g
veraiement|veraiement|g
qe|qe3|g
##|##
je|je|g
ne|ne|g
sui|sui2|g
sa|sa2|g
venus|venus|g
##|##
por|por|g
tenser|tenser|g
à|à|g
vos|vos|g
car|car|g
##|##
il|il2|g
ne|ne|g
m’|m’|g
est|est1|g
pas|pas|g
##|##
bel|bel2|g
.|.|g
mon|mon1|g
mesaje|mesaje1|g
vos|vos|g
##|##
ai|ai|g
dit|dit1|g
sanz|sanz|g
rienz|rienz|g
fauser|fauser|g
##|##
,|,|g
si_com|si_com|g
je|je|g
croi|croi|g
.|.|g
##|##
mes|mes|g
encore|encore|g
vos|vos|g
di|di|g
je|je|g
##|##
tant|tant|g
vos|vos1|g
serés|serés|g
seignors|seignors|g
de_l’|de_l’|g
##|##
aler|aler1|g
et|et|g
de_l’|de_l’|g
ester|ester|g
.|.|g
##|##
mes|mes|g
je|je|g
vos|vos|g
lou|lou|g
l’|l’|g
##|##
aler|aler1|g
en|en|g
bone|bone|g
foi|foi|g
por|por|g
##|##
le|le|g
vostre|vostre5|g
meillor|meillor|g
:|:|g
à|à|g
diex|diex3|g
##|##
soiés|soiés|g
vos|vos1|g
acommandés|acommandés|g
"|"||g
.|.|g
##|##
si|si|g
se|se|g
mist|mist1|g
adonc|adonc|g
au|au|g
##|##
repaire|repaire|g
.|.|g
quant|quant|g
li|li|g
mesaje|mesaje|g
##|##
en|en2|g
fu|fu2|g
aléz|aléz|g
,|,|g
les|les|g
##|##
gresois|gresois2|g
remestrent|remestrent|g
tristes|tristes|g
et|et|g
trepensés|trepensés|g
##|##
.|.|g
si|si|g
vos|vos|g
di|di|g
veraiement|veraiement|g
##|##
qe|qe3|g
,|,|g
se|se2|g
les|les|g
gresois|gresois2|g
##|##
eüsent|eüsent|g
la|la|g
force|force|g
,|,|g
il|il1|g
##|##
la|la1|g
vendissent|vendissent|g
chierement|chierement|g
ansois_q’|ansois_q’|g
il|il1|g
##|##
s’|s’1|g
en|en2|g
partissent|partissent|g
de_la|de_la|g
terre|terre|g
##|##
;|;|g
mes|mes|g
por_ce_qe|por_ce_qe|g
poi_de|poi_de|g
genz|genz|g
estoient|estoient1|g
##|##
,|,|g
se|se1|g
recoillirent|recoillirent|g
le|le|g
soir|soir|g
##|##
de_denz|de_denz|g
lor|lor2|g
nef|nef|g
,|,|g
si|si|g
##|##
orent|orent|g
bon|bon1|g
vent|vent|g
et|et|g
soef|soef1|g
##|##
qi|qi|g
tost|tost|g
les|les4|g
ot|ot1|g
enpaint|enpaint|g
##|##
en|en|g
aute|aute|g
mer|mer|g
.|.|g
si|si|g
##|##
siglerent|siglerent|g
et|et|g
nagerent|nagerent|g
tant|tant|g
à|à|g
##|##
voiles|voiles|g
plaines|plaines|g
,|,|g
le|le|g
jor|jor|g
##|##
au|au|g
soleil|soleil|g
et|et|g
la|la|g
nuit|nuit|g
##|##
as|as|g
estoilles|estoilles|g
,|,|g
qe|qe3|g
en|en|g
##|##
poi_de|poi_de|g
tenz|tenz|g
horent|horent1|g
il|il|g
mult|mult|g
##|##
esloingués|esloingués|g
le|le|g
païs|païs|g
et|et|g
la|la|g
##|##
contree|contree|g
de|de|g
troie|troie|g
.|.|g
jason|jason|g
##|##
et|et|g
herculez|herculez|g
et|et|g
les|les|g
autres|autres|g
##|##
gresois|gresois2|g
aloient|aloient3|g
toutes_fois|toutes_fois|g
parlant|parlant|g
de_la|de_la|g
##|##
grant|grant4|g
honte|honte|g
qe|qe1|g
laomedon|laomedon|g
avoit|avoit2|g
##|##
fet|fet3|g
lor|lor4|g
au|au|g
port|port|g
de|de|g
##|##
troie|troie|g
.|.|g
si|si|g
nagerent|nagerent|g
en|en|g
##|##
tel|tel6|g
tant_qe|tant_qe|g
au|au|g
colcos|colcos|g
vindrent|vindrent|g
##|##
.|.|g
maintenant|maintenant|g
descendirent|descendirent|g
sor_la|sor_la|g
marine|marine|g
##|##
jason|jason|g
et|et|g
hercules|hercules|g
et|et|g
lor|lor2|g
##|##
conpaignie|conpaignie|g
.|.|g
et|et|g
quant|quant|g
il|il1|g
##|##
furent|furent1|g
descendus|descendus1|g
en|en|g
tel|tel6|g
mainiere|mainiere|g
##|##
,|,|g
il|il1|g
atornerent|atornerent|g
lor|lor6|g
cors|cors1|g
##|##
bien|bien4|g
et|et|g
richement|richement|g
de|de|g
riches|riches2|g
##|##
vestement|vestement|g
mult|mult|g
bien|bien4|g
taillés|taillés|g
à|à|g
##|##
lor|lor2|g
mesure|mesure|g
de|de|g
drac|drac|g
de|de|g
##|##
soie|soie|g
à|à|g
hor|hor1|g
bordés|bordés|g
,|,|g
##|##
frourés|frourés|g
de|de|g
gris|gris|g
et|et|g
de|de|g
##|##
blanches|blanches|g
hermines|hermines|g
.|.|g
en_luec|en_luec|g
près|près|g
##|##
avoit|avoit1|g
une|une|g
cité|cité|g
belle|belle|g
et|et|g
##|##
riche|riche|g
et|et|g
bien|bien4|g
seant|seant|g
de|de|g
##|##
fors|fors3|g
murs|murs|g
et|et|g
d’|d’|g
autes|autes|g
##|##
tors|tors|g
bien|bien4|g
avironee|avironee|g
et|et|g
close|close|g
##|##
qi|qi|g
estoit|estoit2|g
jaconice|jaconice|g
apellee|apellee|g
.|.|g
##|##
cele|cele|g
cité|cité|g
estoit|estoit2|g
mult|mult|g
bien|bien4|g
##|##
pueplee|pueplee|g
de|de|g
chevaliers|chevaliers3|g
vaillans|vaillans|g
et|et|g
##|##
de|de|g
riches|riches2|g
borgiois|borgiois|g
et|et|g
merchant|merchant|g
##|##
,|,|g
et|et|g
de|de|g
dames|dames|g
et|et|g
##|##
de|de|g
damoiselles|damoiselles|g
belles|belles|g
et|et|g
treplaisanz|treplaisanz|g
##|##
.|.|g
la|la|g
cité|cité|g
estoit|estoit1|g
plantive|plantive|g
##|##
de|de|g
tos|tos2|g
bien|bien3|g
et|et|g
replenie|replenie|g
##|##
.|.|g
li|li|g
roi|roi|g
de|de|g
cele|cele|g
##|##
cité|cité|g
avoit|avoit|g
nom|nom1|g
oetes|oetes1|g
,|,|g
##|##
qe|qe|g
grant|grant|g
sire|sire|g
et|et|g
honerés|honerés|g
##|##
estoit|estoit1|g
.|.|g
coment|coment|g
jason|jason|g
ala|ala|g
##|##
à_la|à_la|g
cité|cité|g
,|,|g
et|et|g
coment|coment|g
##|##
li|li|g
roi|roi|g
oetes|oetes|g
l’|l’5|g
acoilli|acoilli|g
##|##
et|et|g
honora|honora|g
quant|quant|g
jason|jason|g
et|et|g
##|##
sa|sa|g
conpaignie|conpaignie|g
furent|furent2|g
ensi|ensi|g
atornés|atornés1|g
##|##
et|et|g
vestus|vestus|g
com|com|g
je|je|g
vos|vos|g
##|##
ai|ai|g
dit|dit1|g
et|et|g
contés|contés|g
,|,|g
##|##
li|li|g
tens|tens|g
fesoit|fesoit2|g
mult|mult|g
cler|cler|g
##|##
et|et|g
soef|soef3|g
si_come|si_come|g
en|en|g
pascor|pascor|g
##|##
fait|fait1|g
.|.|g
adonc|adonc|g
si|si1|g
mistrent|mistrent|g
##|##
à_la|à_la|g
voie|voie|g
vers|vers|g
la|la|g
cité|cité|g
##|##
entre|entre|g
jason|jason1|g
et|et|g
sa|sa|g
conpaignie|conpaignie|g
##|##
,|,|g
et|et|g
tant|tant|g
errerent|errerent|g
q’|q’1|g
##|##
il|il1|g
vindrent|vindrent|g
à_la|à_la|g
cité|cité|g
.|.|g
##|##
et|et|g
quant|quant|g
il|il1|g
furent|furent1|g
entréz|entréz|g
##|##
de_dens|de_dens|g
la|la|g
cité|cité|g
,|,|g
tot|tot|g
##|##
le|le|g
pueple|pueple|g
le|le4|g
regardoit|regardoit|g
à|à|g
##|##
grant|grant4|g
mervoille|mervoille1|g
por_ce_q’|por_ce_q’|g
il|il1|g
nen|nen|g
##|##
avoient|avoient1|g
veü|veü|g
jamés|jamés|g
si|si|g
belle|belle|g
##|##
gent|gent|g
.|.|g
mult|mult|g
furent|furent2|g
enquis|enquis|g
##|##
et|et|g
demandé|demandé|g
de|de|g
lor|lor1|g
estre|estre1|g
##|##
mes|mes|g
il|il1|g
ne|ne|g
distrent|distrent|g
rienz|rienz|g
##|##
à|à|g
nullui|nullui|g
ains|ains|g
herrerent|herrerent|g
droitement|droitement|g
##|##
vers|vers|g
le|le|g
maistre|maistre|g
palais|palais|g
le|le|g
##|##
roi|roi1|g
.|.|g
et|et|g
quant|quant|g
il|il1|g
##|##
furent|furent1|g
au|au|g
palais|palais|g
venuz|venuz|g
,|,|g
##|##
là_où|là_où|g
li|li|g
roi|roi|g
hoetes|hoetes|g
estoit|estoit|g
##|##
,|,|g
il|il1|g
troverent|troverent|g
q’|q’1|g
il|il|g
##|##
tenoit|tenoit|g
celui|celui1|g
jor|jor|g
mult|mult|g
grant|grant1|g
##|##
plait|plait|g
devant|devant1|g
li|li2|g
.|.|g
il|il1|g
##|##
regarderent|regarderent|g
le|le|g
palais|palais|g
qi|qi|g
mult|mult|g
##|##
estoit|estoit1|g
bel|bel|g
et|et|g
riche|riche2|g
et|et|g
##|##
grant|grant|g
à|à|g
veoir|veoir|g
.|.|g
devant|devant1|g
##|##
le|le|g
palais|palais|g
,|,|g
qi|qi|g
mult|mult|g
##|##
estoit|estoit1|g
bel|bel|g
et|et|g
riche|riche2|g
,|,|g
##|##
avoit|avoit1|g
une|une|g
mult|mult|g
grant|grant4|g
place|place|g
##|##
et|et|g
mervoilleuse|mervoilleuse|g
là_où|là_où|g
les|les|g
barons|barons2|g
##|##
et|et|g
les|les|g
chevaliers|chevaliers2|g
se|se1|g
desdioient|desdioient|g
##|##
as|as|g
tables|tables|g
et|et|g
as|as|g
eschas|eschas|g
##|##
et|et|g
as|as|g
autres|autres1|g
jeu|jeu|g
delitables|delitables|g
##|##
,|,|g
si|si|g
troverent|troverent|g
en|en|g
cele|cele|g
##|##
place|place|g
mult|mult|g
des|des|g
aus|aus1|g
homes|homes1|g
##|##
de|de|g
la|la|g
cité|cité|g
,|,|g
et|et|g
##|##
mains|mains1|g
chevals|chevals|g
et|et|g
mains|mains1|g
palafroins|palafroins|g
##|##
,|,|g
et|et|g
mains|mains1|g
faucons|faucons|g
et|et|g
##|##
des|des|g
autres|autres1|g
hosiaus|hosiaus|g
asés|asés|g
,|,|g
##|##
et|et|g
avec|avec|g
i|i1|g
avoit|avoit|g
brachet|brachet|g
##|##
et|et|g
levriers|levriers|g
de|de|g
deverses|deverses|g
coulors|coulors|g
##|##
.|.|g
quant|quant|g
il|il1|g
vindrent|vindrent|g
devant|devant1|g
##|##
la|la|g
porte|porte|g
dou|dou|g
palais|palais|g
,|,|g
##|##
li|li|g
roi|roi|g
oetes|oetes|g
,|,|g
qi|qi|g
##|##
sot|sot|g
lor|lor2|g
venue|venue|g
,|,|g
ala|ala|g
##|##
contr’|contr’|g
els|els1|g
et|et|g
les|les4|g
recut|recut|g
##|##
à|à|g
mult|mult|g
grant|grant1|g
henor|henor|g
,|,|g
##|##
si|si|g
firent|firent|g
ses|ses|g
barons|barons2|g
et|et|g
##|##
ses|ses|g
chevaliers|chevaliers2|g
ausi|ausi|g
.|.|g
et|et|g
##|##
quant|quant|g
li|li|g
roi|roi|g
sot|sot|g
qi|qi3|g
##|##
·l|·l|g
estoient|estoient1|g
et|et|g
dont|dont|g
aloient|aloient|g
##|##
,|,|g
il|il|g
les|les4|g
honora|honora|g
fort|fort|g
##|##
et|et|g
cheri|cheri|g
et|et|g
les|les4|g
herbergia|herbergia|g
##|##
de_denz|de_denz|g
son|son1|g
palais|palais|g
là_où|là_où|g
il|il1|g
##|##
furent|furent2|g
servi|servi|g
mult|mult|g
autement|autement|g
et|et|g
##|##
à|à|g
ais|ais2|g
,|,|g
de|de|g
qoi|qoi|g
##|##
il|il1|g
avoient|avoient|g
mult|mult|g
grant|grant1|g
mestier|mestier1|g
##|##
car|car|g
grant|grant4|g
piece|piece|g
avoit|avoit1|g
q’|q’1|g
##|##
il|il1|g
nen|nen|g
avoient|avoient1|g
eü|eü|g
si|si|g
##|##
bon|bon1|g
hostel|hostel|g
.|.|g
coment|coment|g
li|li|g
##|##
roi|roi|g
oetes|oetes|g
fist|fist1|g
venir|venir|g
medea|medea|g
##|##
devant|devant1|g
soi|soi|g
et|et|g
devant|devant1|g
les|les|g
##|##
gresoi|gresoi|g
et|et|g
coment|coment|g
medea|medea|g
s’|s’|g
##|##
